47.5733333333333,-7.8,-17.08
46.04,2.12,-19.2133333333333
43.7866666666667,2.98666666666667,-23.1866666666667
40.8933333333333,-12.0133333333333,-29.68
18.4,-30.56,-42.96
3.94666666666667,-29.7066666666667,-47.8133333333333
2.4,-22.6666666666667,-50.7466666666667
-0.946666666666667,-20.8,-51.9466666666667
-4.81333333333333,-25.9866666666667,-50.4533333333333
-1.72,-27.6133333333333,-49.48
-4.18666666666667,-29.04,-49.2666666666667
-4.65333333333333,-32.2666666666667,-47.64
-4.21333333333333,-33.2666666666667,-47.1733333333333
7.4,-41.6266666666667,-39.68
21.7066666666667,-39.3733333333333,-34.7066666666667
36.6133333333333,-24.56,-31.9066666666667
41.68,-12.4133333333333,-29.4933333333333
42.5733333333333,-0.32,-27.64
39.5066666666667,9.74666666666667,-28.6
36.0266666666667,14,-30.9466666666667
33.2133333333333,12.8,-34.92
32.8,9.21333333333333,-36.52
33.5866666666667,2.26666666666667,-38.2266666666667
34.1066666666667,-3.70666666666667,-38.7333333333333
33.2133333333333,-17.0266666666667,-38.4266666666667
25.0933333333333,-33.6,-37.56
10.3866666666667,-43.4266666666667,-37.1466666666667
1.01333333333333,-44.5466666666667,-38.04
-9.76,-45.4266666666667,-36.96
-15.9866666666667,-43.28,-36.7066666666667
-20.4933333333333,-39.48,-39.1066666666667
-22.8666666666667,-36.1466666666667,-40.76
-26.2133333333333,-28.7066666666667,-43.24
-27.36,-19.9866666666667,-46
-27.68,-8.8,-47.2533333333333
-25.7066666666667,1.30666666666667,-47
-16.9333333333333,13,-46.76
0.12,17.12,-47.12
10.6533333333333,11.96,-47.9066666666667
15.52,3.64,-49.08
14.84,-12.3866666666667,-50.4266666666667
1.85333333333333,-25.2933333333333,-50.6
-15.32,-21.7333333333333,-50.1333333333333
-17.36,-9.6,-51.5733333333333
-12.8266666666667,3.41333333333333,-51.28
-1.53333333333333,8.62666666666667,-50.72
6.42666666666667,6.92,-50.76
9.53333333333333,0.306666666666667,-51.3066666666667
