cali_x,cali_y,cali_z
50.18467785993998,-2.6408549991760406,-17.844013146997234
48.576982621101095,7.7897665595085455,-20.35261510603959
46.214369617937855,8.757321574579038,-24.36204203152162
43.18071860204175,-6.876391896322648,-30.30744908400295
19.59652844620482,-25.70431964486555,-42.14001825513814
4.442253325323223,-24.426772082463884,-46.46212857659475
2.8205781278857045,-17.01222067601861,-49.679302853414
-0.6883914803627114,-14.968263891108702,-50.82402781418734
-4.742579473956495,-20.29794539743712,-48.89758686962292
-1.4992290790814684,-22.083806512866843,-47.98302714904574
-4.085521419822336,-23.5125540894486,-47.588070982771285
-4.574819970773303,-26.879674576263753,-45.76641798745154
-4.113481337019527,-27.938727803768817,-45.268712718833406
8.063062602360429,-37.00311614313977,-37.799977346444585
23.063558178657473,-35.02294117388357,-33.469489314272515
38.69315189189138,-19.903737426996003,-31.895896876532387
44.00553615935914,-7.316228763629001,-30.13797112474504
44.94219338546526,5.326238432063202,-28.75131533329579
41.726802907787494,15.951190153031169,-29.98515579929357
38.07803371355308,20.498409366683575,-32.39599226623519
35.128262449248574,19.316270895901607,-36.29705061810947
34.69488373269203,15.570681176033533,-37.780862968100976
35.51970129000942,8.27406521509418,-39.300454144001066
36.06491967535479,2.003969953421128,-39.61176462290799
35.128262449248574,-11.923270514397894,-38.72972223774913
26.61446766270162,-29.06605701739627,-36.79380297047186
11.194573328446701,-38.96768889281684,-35.26974747506411
1.3666624336313775,-39.891844275261164,-35.6896775437677
-9.929144114036824,-40.52745552616926,-34.02257431429161
-16.457784779582717,-38.113760069944775,-33.54465229994556
-21.183010785909197,-34.01408637480764,-35.94272836309103
-23.671443416459937,-30.45983342165336,-37.658308166377466
-27.18041302470828,-22.57853720468932,-40.33791271668843
-28.38268946418785,-13.415026569036444,-43.46231544571454
-28.718208470554234,-1.6899556790902683,-45.174874296048024
-26.64917459796158,8.84305921019718,-45.40730579278445
-17.450361840083197,20.857333936096126,-46.045453705483496
0.43000520752523025,24.719663979103245,-47.404171122552384
11.474172500418616,19.035536291392905,-48.52071759597737
16.57685738890738,10.192192986127989,-49.6358591552505
15.863879500378818,-6.575592466642451,-50.35742011407921
2.2473998253431313,-19.74879514233498,-49.398798480906834
-15.758786849652719,-15.56414084071957,-48.22643630884572
-17.897720515238404,-2.8018874498522734,-50.0847107795843
-13.14453459171469,10.707503535500944,-50.51435975619785
-1.3035096587010753,15.867907995974935,-50.69104572496662
7.042525624662686,13.869028381522988,-51.05098148964108
10.299855978136309,6.859930564476137,-51.50365742742382
11.306412997235425,-0.8881657308302617,-52.2335999484124
8.46848140171981,-5.173350382036598,-51.664761176638784
6.161788232950932,-9.318374809268704,-52.222787009700546
2.8485380450829068,-10.686816907250186,-51.64501716211384
0.37408537313083323,-10.275026551942357,-52.17421766930364
-0.926050776538895,-10.29795943417942,-51.97494115497982
-1.093810279722086,-10.740588471437041,-51.82705592891039
0.43000520752523025,-10.583671150640669,-51.95967418432938
1.8000411501879616,-11.358509359469222,-51.7348192636536
3.1001772998576937,-10.874733890491141,-52.061041735909164
3.4077363890268737,-11.72041864420395,-51.71486036257457
4.651952704302212,-11.416771017010596,-52.04539199099753
5.322990717034976,-11.517555068686203,-51.552418518889986
6.008008688366337,-12.721922395050646,-51.36136326297499
6.455367363521517,-13.738726790058507,-50.86458362844231
8.51042127751561,-14.782282224898461,-50.428954831013165
10.383735729727904,-16.365867133208333,-49.7177658552647
11.66989192079904,-18.521108790954,-48.71069970366866
12.103270637355582,-22.1629653858148,-46.89486217662293
13.347486952630952,-25.699672648130804,-44.929336478807016
14.270164220138502,-28.83721876471974,-42.949909462059466
15.76601979018866,-30.830192078279808,-41.191250328878326
16.954316271069562,-33.86274576570426,-38.00839783588094
20.60308546530397,-33.27087189084968,-36.900639838286274
28.515742032111188,-27.82943480154433,-35.614073082574315
34.26150501613549,-22.193470401451627,-35.13720164389995
37.994153961961494,-8.965462019699856,-37.38595848089847
36.3864587231225,5.110005452300821,-39.46934975032672
30.668655656295442,18.29805437047051,-40.10560264609124
23.90235569457343,25.298264722398613,-40.74803649270486
15.192841487646053,31.509792673998128,-41.39254397480878
8.91584007687498,31.920130653758992,-42.11234305376521
0.8633839240818071,30.308624045935826,-43.61826355913325
-5.064118521724281,28.53158213672025,-44.83445324757961
-10.572222209572354,23.238722026366716,-46.92539357050805
-14.332831072595594,15.485673081793351,-49.212079404869
-15.786746766849951,10.509085731099704,-49.68319500549182
-15.325408133096175,3.682517705895182,-50.75095048197563
-13.24239430190485,1.6886391400623921,-51.58312122016621
-8.5311482541769,1.0805512145453677,-52.330879801375154
-4.490940219181708,0.8385809512518734,-53.10183248944792
-1.3734094516940751,1.1785751871647747,-53.0560941806317
1.5763618126103665,1.3971337038516773,-53.4639120075219
3.2259969272450872,2.2211810474940212,-52.90104334421823
3.966934732970841,3.5989089847164983,-52.809514396885234
4.022854567365245,5.706196734691394,-52.71303710799884
3.156097134252087,8.172010153937606,-52.73724892001813
1.4365622266243774,9.612051222809896,-52.1755824038661
0.038566366764451174,10.904299829632158,-52.06215782238237
-2.4918061395820192,11.471120588057788,-51.785839965702515
-4.952278852935484,11.240170255417798,-51.86667411584638
-8.209609206409114,10.945611318961463,-51.16735738904035
-10.614162085368154,9.260892384205903,-51.168867154159706
-13.647813101264264,7.871404321666039,-50.63091433201168
-15.423267843286336,4.43910212011672,-50.70618842686139
-17.49230171587899,1.153884276848694,-49.8410711708223
-17.925680432435637,-3.8904436420170785,-49.782117873542006
-16.695444075758832,-9.605325444315817,-49.4612487361093
-13.857512480243253,-14.104079794932584,-49.49488790438858
-10.348542871994802,-15.85477311555269,-49.95114737142913
-4.127461295618134,-17.53450323303184,-50.22278964281683
3.393756430428278,-16.342455386601667,-50.70465821412805
10.355775812530712,-12.845997457961952,-50.68463252853966
15.053041901660096,-8.691691268603039,-50.061570036902644
17.737193952591156,-1.3303281350611276,-50.14919032252038
19.456728860218867,5.636516772374256,-49.271846358281714
17.26187536023871,12.311478255047943,-49.309089106165096
15.779999748787223,15.868169326269213,-48.42685786973215
11.963471051369623,20.36377745505034,-47.990549274887265
8.496441318917002,23.104918427854212,-47.42265925116174
5.392890510027965,24.789484536343735,-47.58614474180618
4.763792373090999,25.294189311623498,-46.39661932049536
2.121580197955738,26.38054477934908,-46.69649440128616
-0.04531338482714437,26.184054137750064,-46.73764761050875
-1.1776900313136818,25.430696435611516,-46.72448032427952
-2.7294654357582,25.31638199919662,-46.866275865155146
-5.301777817900472,24.725175982987167,-47.10650232517873
-8.237569123606317,23.612508094675466,-46.88510223536948
-12.739115792355276,21.813317820124755,-47.37275639493741
-16.919123413336493,19.978054498491417,-46.96958527263099
-22.525086811374727,16.586902805776823,-45.72799721910256
-27.33419256929291,11.932691664138957,-44.97005854818186
-29.207507021505247,4.06202108082039,-44.64116026783251
-28.270849795399023,-2.204022706744181,-45.38229516839438
-24.650040518361852,-11.945486612618602,-45.90037011569327
-19.785014926049307,-18.087580149757194,-46.55738698146873
-11.089480677720598,-23.26534946102251,-46.800826515036945
-3.582242910272762,-22.785158833126047,-48.159968474099394
6.357507653331314,-17.911761561279878,-49.77132425520711
14.591703267906322,-9.196709850643556,-50.32239937351411
17.20595552584435,-1.7358219695832064,-49.999253983761264
14.577723309307652,8.608925961693132,-50.40046920001771
7.811423347585642,15.06450416565446,-50.268596891637834
-0.6045117287711157,16.93946969768979,-50.43527554938747
-9.230146184106857,15.719532242641375,-50.02360758063353
-13.326274053496446,7.165014784778287,-50.93483555167617
-12.822995543946872,-1.4780558893019375,-51.347020343810335
-8.307468916599307,-6.1170509541402165,-52.1398932883148
-4.994218728731282,-7.276260619799485,-52.3486838186104
-1.0378904453276927,-6.636316178917296,-52.65532833041542
3.477636182019874,-4.669900833799641,-52.57210368553288
7.126405376254282,-2.039147635787324,-52.500321207592826
8.776040490888992,1.0053230803349547,-52.36343740247098
9.614838006804948,5.341137151006732,-51.990026931429504
8.664200822100193,10.462410987038353,-51.31493111678825
5.085331420858784,16.474177262717905,-50.27509780329628
1.2548227648425871,19.67140124438571,-49.52898261685613
-3.8338821650475485,22.20224355209998,-48.31470476825299
-9.691484817860633,22.839363732135702,-47.25351531302604
-15.409287884687771,21.517853631395628,-46.331029950902845
-19.379596126689894,20.068297483883146,-45.63697190826919
-23.601543623466906,16.865533484550593,-45.002321777657095
-26.425495260383922,13.96252254168327,-44.32152508467686
-29.16556714570945,10.387070797704443,-43.68798809376303
-31.15072126671051,6.345622592099241,-43.05888069275016
-33.121895429113,-0.5170948933208134,-42.22862371480361
-32.89821609153545,-6.918696230362648,-41.87561126752016
-30.73132250875253,-12.657299508914441,-42.2285589527216
-28.145030168011633,-15.93473228784054,-42.69364676051052
-24.10482213301648,-19.989127586901443,-43.609387545739445
-19.295716375098298,-22.63857319876672,-44.394819968627445
-15.269488298701708,-24.653735122785637,-45.11228446027126
-12.263797200002937,-25.358277987118466,-45.36474297577057
-9.733424693656431,-25.89716889180218,-45.65581556807785
-8.111749496218925,-27.05543306006503,-45.44215407671551
-5.944855913436035,-28.450944081753512,-45.14937019985888
-3.8059222478503467,-29.091640948642333,-44.883589797042845
-1.3734094516940751,-29.11135119591057,-44.819444266233965
1.4086023094271751,-29.125947813417245,-44.881636025646145
3.757235353991852,-28.86423521196034,-44.72814521858105
5.3090107584363695,-28.568376726223217,-45.05919045314593
5.281050841239178,-29.461423942194784,-44.29790488746474
4.260513863541425,-30.077964790698932,-44.048427587484824
2.8904779208787046,-30.82530361080303,-43.79125750212922
-0.39481234979212665,-31.943085128876287,-42.950077948315815
-2.7853852701526036,-32.66457816142118,-42.659428938965625
-7.510611276479149,-33.22919004117896,-41.33244526377138
-9.579645149071846,-33.07903587419506,-40.99372814725125
-12.59931620636932,-31.843471736881984,-41.29509777088268
-12.59931620636932,-31.298839588915204,-41.94604338243036
-13.773632728651657,-30.445168545242126,-41.97749072603695
-13.577913308271233,-30.35237078352679,-42.2506358729407
-12.361656910193096,-30.6345419811443,-42.20149166037698
-10.334562913396239,-30.895353407442666,-42.63002469558791
10.6074150673055,-28.409298926111138,-44.013033031668954
14.913242315674035,-25.767256312922505,-44.5346541740648
20.29552637613482,-20.429314954996894,-45.19452059192673
23.371117267826623,-15.228464012342707,-45.781518631956494
26.418748242321296,-7.5830427635046815,-46.006602672355555
26.949986669068,-1.773122229927694,-46.12631431109735
25.300351554433323,7.541367334734572,-46.603581368496776
22.490379876114872,13.39401148806413,-46.71801046315551
15.793979707385787,19.84781943260359,-46.877211316722985
10.593435108706894,22.828371815263065,-47.223390731712314
-13.410153805088042,17.82237829861403,-48.54830696040328
-16.052365980223303,13.546201847897432,-49.112993113920375
-16.485744696779843,10.973665985188576,-49.626524022518375
-16.835243661744894,7.533180345175006,-49.94696421329543
-16.723403992956065,5.645082802522707,-50.42966374651963
-16.1362457318149,4.275614716897536,-50.63899759915313
-15.423267843286336,3.2101885554737404,-50.89309040927564
-14.09517177641937,3.3999924563932997,-51.319255365422265
-13.060654840123094,1.991264856726274,-51.57563878458272
-11.578779228671502,1.1577345253388849,-51.95695486718197
-10.949681091734536,-1.9584115748072868,-52.00678023069393
-11.131420553516396,-1.7862297778591076,-52.00466535800281
-10.921721174537408,-1.917224897963203,-52.07817863637134
-10.907741215938737,-1.6103505586868256,-51.98069929311344
-10.935701133135971,-1.9727305535625994,-52.0754362404341
-11.466939559882778,-1.5542937026990384,-51.92900270062422
-12.892895336939903,-1.7555841672989314,-51.580029451015754
-13.969352149031977,-0.5692332419138685,-51.40926991623457
-14.906009375138197,0.4041032615633035,-51.03151319919035
-15.297448215898942,1.559140717743105,-50.98784930975683
-17.01698312352665,1.7144085144886363,-50.624695485912746
-17.827820722245374,1.7768383043951528,-50.06792190157462
-18.750497989752926,0.2500988460891613,-49.99450988002565
-19.337656250894092,-0.29362804960485017,-49.67226725865699
-20.386153145789038,-2.89248041001409,-49.3059684109342
-20.819531862345688,-4.724875148563002,-48.87409392632984
-20.539932690373664,-8.376802099566603,-48.695429474343555
-19.882874636239464,-10.585936056870192,-48.30087242746657
-17.729961012055213,-14.564604497798793,-48.37653009805634
-15.563067429272294,-16.74215142426002,-48.246296159711854
9.349218793431566,-21.70219921220677,-47.54977439154646
16.283278258336797,-18.07934883795971,-47.629119076342384
19.59652844620482,-14.239114683821324,-47.394993697804516
22.532319751910666,-9.048688149194412,-47.577508861294646
24.15399494934822,-4.006524786758503,-47.36349091438531
24.126035032150984,0.03004718271276725,-47.56846230452797
23.706636274193006,2.2191973311110917,-47.754176153607645
22.518339793312105,3.8273284776994374,-48.11482134512597
21.39994310542413,5.461619218607793,-48.534573347327424
20.32348629333195,6.67589999773474,-48.77606363261019
20.477265837916576,7.64955030797264,-48.600546466640075
20.575125548106737,8.638581752618968,-48.40926106278359
19.987967286965567,9.784611008309057,-48.61645168006239
18.771710888887434,11.365520404924261,-48.59096774805292
17.625354283802327,13.363607348245884,-48.48848874927248
16.367158009928392,14.750069924321016,-48.5633834372697
15.360600990829244,17.68026644915208,-48.310582334969865
14.116384675553876,20.043919854308875,-47.614106806052796
10.859054322080318,24.77673459139201,-46.04801364045567
