,0
0,0.9455143394339898
1,0.8652341604743489
2,0.9642667162174682
3,-0.009838052079811921
4,-0.0005962643354396962
5,-7.007036320761036e-05
6,0.04856130210622874
7,0.16900890020238513
8,-0.14439201163220056
