,0
0,0.622863441716532
1,0.6228633870554465
2,0.9008926238550474
3,3.0091287924322193e-06
4,1.2000749830082452e-07
5,6.767159280582055e-05
6,8.58967242413953e-10
7,-1.0085170834374053e-05
8,5.077204345638907e-06
