,0
0,0.6228097181258212
1,0.6230020286664112
2,0.8995577759988956
3,0.0010403161012869722
4,-0.00022537919762157692
5,0.004065010596055977
6,-5.001037828388474e-05
7,-0.0028970455046318164
8,0.010177320771765055
