,0
0,0.8764667796822977
1,0.8316072328114255
2,0.855831159761129
3,-0.0076698253074991285
4,0.011404423969901595
5,0.00988433764355486
6,0.06033535426043541
7,-0.027442661065780218
8,-0.057281170344131424
