,0
0,0.6228649601023959
1,0.6228633015237166
2,0.9008864273109015
3,1.3070871164357619e-05
4,-1.4305811472110818e-05
5,0.0002687099408035788
6,-6.57450797025272e-09
7,-1.3188574566880156e-05
8,0.00010962953885848437
