,0
0,0.9718381397681489
1,0.9826687387824827
2,0.9851529915757637
3,-1.682932093139171e-05
4,1.6625486089036402e-08
5,-2.0339203431516893e-07
6,0.000635541556069253
7,0.06162054341072877
8,0.0011794323828819618
