unix_time,cur_time,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,imu_mx,imu_my,imu_mz,imu_T,mag_x,mag_y,mag_z,temp,enviro_t,enviro_p,enviro_h,,,,,,,,,,,
1739394679,11:04.0,147,205,-3948,-120,44,-130,55,1,-153,12.17,-938,840,-3642,4092.9375,1.76,980.54,48.536,2,90,44,51,55,52,10,19,158,148,150
1739394679,11:04.1,20,221,-4053,-240,103,62,64,-2,-155,11.88,-936,887,-3654,4092.9375,1.77,980.51,48.531,2,102,53,54,57,54,4,9,157,148,151
1739394679,11:04.2,-96,304,-4033,124,43,141,49,0,-159,11.54,-940,854,-3612,4092.9375,1.77,980.52,48.548,3,108,60,61,51,56,2,12,157,148,151
1739394679,11:04.2,-96,131,-4043,-9,44,-55,55,3,-165,11.88,-939,850,-3624,4092.9375,1.78,980.5,48.559,3,93,38,45,57,55,10,15,158,148,151
1739394679,11:04.3,-21,274,-4057,102,264,130,48,-1,-161,11.88,-944,849,-3630,4092.9375,1.79,980.51,48.565,3,115,52,47,55,56,8,11,158,148,150
1739394679,11:04.4,146,293,-4045,131,176,39,45,1,-158,12.02,-977,817,-3626,4092.9375,1.79,980.51,48.565,3,87,52,58,62,54,13,14,157,148,150
1739394680,11:04.5,51,163,-4054,305,29,159,44,0,-169,12.07,-989,807,-3632,4092.9375,1.8,980.5,48.596,3,74,57,44,51,64,0,13,158,147,151
1739394680,11:04.5,-143,56,-3872,-82,85,-180,48,-8,-158,11.88,-965,813,-3630,4092.9375,1.8,980.5,48.596,3,82,55,57,57,55,0,15,158,147,151
1739394680,11:04.6,-442,185,-4032,210,243,-181,46,-2,-159,12.07,-1016,780,-3665,4093,1.81,980.54,48.608,2,80,40,38,51,44,1,15,156,148,151
1739394680,11:04.7,472,19,-3831,133,687,113,44,-5,-164,11.74,-1102,770,-3615,4093,1.81,980.53,48.619,3,82,42,60,50,58,12,8,157,147,151
1739394680,11:05.0,-299,338,-4110,-173,-22,84,51,7,-164,12.07,-963,922,-3583,4092.9375,1.8,980.49,48.649,2,97,57,44,50,39,0,15,158,147,150
1739394680,11:05.1,-388,218,-4085,-26,129,-42,55,8,-156,12.22,-956,927,-3595,4092.9375,1.8,980.5,48.656,3,77,57,44,65,40,4,13,157,147,151
1739394680,11:05.1,436,808,-3925,-60,297,-745,49,7,-152,11.88,-946,954,-3597,4092.9375,1.8,980.5,48.656,3,84,53,46,66,45,6,10,158,148,150
1739394680,11:05.2,-210,455,-4048,431,593,-84,51,7,-159,11.88,-966,930,-3596,4092.9375,1.8,980.49,48.671,2,92,49,48,45,39,0,7,158,146,151
1739394680,11:05.3,294,151,-3960,530,191,-35,41,2,-162,12.17,-982,875,-3611,4092.9375,1.8,980.5,48.683,3,92,45,54,55,27,0,8,158,148,151
1739394680,11:05.4,849,-70,-3819,86,-289,-781,45,11,-165,12.02,-874,915,-3640,4092.9375,1.8,980.5,48.695,2,82,56,54,57,12,9,10,159,148,151
1739394680,11:05.4,-17,219,-3974,-275,-426,-1091,65,11,-161,12.22,-778,976,-3614,4092.9375,1.81,980.53,48.695,2,103,50,48,53,31,13,2,159,147,152
1739394681,11:05.5,-408,154,-4044,121,22,-783,77,11,-161,11.88,-698,1001,-3614,4092.9375,1.81,980.53,48.713,2,93,42,49,58,20,0,9,156,149,150
1739394681,11:05.6,-166,-83,-3966,150,396,-1113,74,12,-152,12.26,-678,1001,-3611,4092.9375,1.81,980.53,48.713,3,81,54,56,58,12,0,8,157,150,151
1739394681,11:05.7,312,254,-4040,-159,671,-1383,75,14,-161,12.22,-707,1049,-3594,4092.9375,1.81,980.52,48.725,3,104,34,49,58,15,11,12,158,149,150
1739394681,11:06.0,-111,-461,-4081,465,-76,1291,71,5,-159,12.22,-744,955,-3625,4092.9375,1.8,980.49,48.749,3,81,50,54,49,29,3,21,158,149,151
1739394681,11:06.1,342,-321,-3828,-24,-164,901,69,7,-162,12.17,-783,924,-3626,4092.9375,1.8,980.5,48.761,3,111,45,53,51,27,8,15,160,148,151
1739394681,11:06.1,409,184,-4055,-122,273,720,58,3,-158,12.26,-829,934,-3612,4092.9375,1.79,980.51,48.766,2,92,50,52,64,27,2,11,158,148,152
1739394681,11:06.2,209,70,-4188,10,61,1131,54,5,-162,12.17,-893,891,-3623,4092.9375,1.8,980.51,48.785,2,103,54,45,63,24,12,8,158,148,151
1739394681,11:06.3,19,-122,-4026,101,-72,1176,51,-2,-159,12.17,-961,827,-3639,4092.9375,1.8,980.51,48.791,2,108,45,50,45,17,19,12,158,149,152
1739394681,11:06.4,343,-30,-3947,126,277,1075,40,1,-163,12.22,-1017,803,-3630,4092.9375,1.8,980.51,48.785,3,119,40,54,63,28,5,14,158,148,152
1739394681,11:06.4,-149,231,-3939,64,404,1067,39,-7,-164,12.17,-1123,715,-3628,4092.9375,1.8,980.49,48.797,2,111,46,48,51,14,0,12,160,147,147
1739394682,11:06.5,-296,103,-3974,2,-91,1269,33,-16,-161,12.17,-1135,651,-3646,4092.9375,1.81,980.53,48.809,2,110,47,63,47,16,3,13,160,148,145
1739394682,11:06.6,251,-94,-4187,45,-11,1774,24,-22,-150,12.07,-1228,567,-3651,4092.9375,1.81,980.53,48.827,3,78,46,53,57,33,0,10,159,148,146
1739394682,11:06.7,-106,-283,-3940,-325,-453,2325,24,-33,-159,12.26,-1283,476,-3662,4092.9375,1.81,980.53,48.827,3,99,47,44,56,25,8,11,160,147,144
1739394682,11:07.0,260,-412,-3957,-74,-44,1686,-7,-94,-159,12.26,-1547,-243,-3729,4092.9375,1.8,980.49,48.863,2,109,39,62,55,50,1,24,160,148,145
1739394682,11:07.1,-77,-230,-3970,301,247,2264,-4,-119,-169,12.17,-1578,-435,-3727,4092.9375,1.79,980.5,48.871,2,106,39,56,49,57,18,8,160,146,146
1739394682,11:07.2,90,-602,-4084,-362,556,2072,-14,-129,-157,11.88,-1645,-579,-3703,4092.9375,1.79,980.5,48.884,3,114,36,63,47,53,0,8,161,148,146
1739394682,11:07.3,197,-53,-3896,-433,362,1398,-14,-137,-152,12.22,-1701,-654,-3685,4092.9375,1.79,980.5,48.889,3,82,23,51,63,48,6,14,161,146,145
1739394682,11:07.3,452,65,-4072,533,-24,2136,-13,-151,-151,12.17,-1678,-850,-3686,4092.9375,1.79,980.5,48.889,3,109,38,52,59,54,2,21,160,146,146
1739394682,11:07.4,523,-130,-4048,539,-319,1545,-4,-175,-155,12.17,-1594,-1036,-3702,4092.9375,1.79,980.5,48.907,3,96,26,48,45,47,7,22,159,146,147
1739394683,11:07.5,168,-438,-3987,190,-330,996,1,-177,-156,12.36,-1519,-1151,-3715,4092.9375,1.79,980.5,48.907,2,96,39,46,55,51,18,12,161,147,147
1739394683,11:07.6,617,-216,-3970,-292,-245,1532,8,-184,-153,12.17,-1466,-1176,-3736,4092.9375,1.8,980.5,48.938,3,96,35,63,46,50,12,18,160,148,145
1739394683,11:07.7,-59,-92,-3983,-215,-13,484,8,-182,-153,12.17,-1364,-1234,-3756,4092.9375,1.8,980.49,48.95,3,95,25,44,54,57,5,18,161,148,147
1739394683,11:07.8,47,566,-4020,-401,-48,457,19,-193,-162,12.26,-1341,-1252,-3771,4092.9375,1.8,980.49,48.962,3,83,29,46,53,66,8,7,161,147,147
1739394683,11:08.0,136,61,-3804,241,10,-55,11,-194,-163,12.36,-1314,-1268,-3768,4092.9375,1.8,980.49,48.98,3,102,33,53,56,46,5,21,162,148,146
1739394683,11:08.1,244,-378,-3973,-147,184,-11,13,-189,-165,12.26,-1317,-1281,-3780,4092.9375,1.8,980.48,48.992,3,90,32,56,57,61,10,15,162,148,147
1739394683,11:08.2,206,147,-4279,-162,16,485,19,-183,-157,11.88,-1294,-1281,-3774,4092.9375,1.8,980.47,48.998,3,117,27,51,52,58,9,18,162,148,148
1739394683,11:08.3,-356,-1087,-4026,69,-270,1003,27,-203,-159,12.07,-1232,-1360,-3773,4092.9375,1.81,980.53,49.016,3,94,29,48,49,60,11,23,161,150,148
1739394683,11:08.4,367,428,-3554,-325,-114,1279,28,-210,-165,12.07,-1196,-1397,-3784,4092.9375,1.81,980.52,49.016,3,120,22,61,50,62,15,17,162,148,146
1739394683,11:08.4,-44,-699,-3575,778,-124,815,40,-220,-165,12.17,-1107,-1523,-3788,4092.9375,1.81,980.51,49.028,3,119,22,51,53,63,23,20,162,149,149
1739394684,11:08.5,-333,-1880,-3914,477,104,912,37,-236,-167,12.41,-1045,-1656,-3766,4092.9375,1.81,980.51,49.04,3,83,24,54,51,53,5,16,159,149,156
1739394684,11:08.6,-373,-1158,-3547,-201,818,1276,43,-227,-163,12.22,-1059,-1734,-3745,4092.9375,1.82,980.5,49.052,3,103,38,56,43,53,14,15,159,147,156
1739394684,11:08.7,88,-821,-3888,-860,1001,700,28,-227,-163,12.22,-1133,-1664,-3746,4092.9375,1.82,980.49,49.058,3,96,26,56,45,52,11,21,158,149,156
1739394684,11:08.8,385,152,-4144,101,427,558,27,-239,-150,12.17,-1191,-1684,-3727,4092.9375,1.83,980.51,49.074,3,94,30,54,48,57,13,14,159,146,156
1739394684,11:09.0,-135,-1343,-3885,-741,-681,2421,60,-245,-163,12.17,-822,-1817,-3784,4092.9375,1.82,980.49,49.082,3,100,33,39,53,64,18,16,161,148,152
1739394684,11:09.1,-247,-890,-3772,-807,517,1283,62,-240,-173,11.88,-785,-1778,-3805,4092.9375,1.82,980.49,49.1,2,95,29,48,51,56,6,16,161,147,154
1739394684,11:09.2,289,200,-3923,-421,422,866,55,-240,-165,12.22,-823,-1736,-3806,4092.9375,1.82,980.5,49.1,2,89,50,49,58,58,20,13,158,147,153
1739394684,11:09.2,318,514,-4266,234,270,711,61,-234,-162,11.83,-798,-1771,-3802,4092.9375,1.82,980.5,49.118,3,75,34,49,48,55,7,16,158,147,154
1739394684,11:09.3,-10,1026,-4196,-580,215,1298,62,-233,-170,12.22,-769,-1757,-3792,4092.9375,1.82,980.49,49.136,3,75,20,47,47,60,10,11,159,148,154
1739394684,11:09.4,161,60,-3948,41,-123,715,75,-238,-175,12.17,-713,-1790,-3820,4092.9375,1.82,980.49,49.142,3,79,30,58,48,51,4,5,159,148,154
1739394685,11:09.5,137,-507,-3927,132,-80,1010,79,-239,-167,12.07,-619,-1838,-3836,4092.9375,1.81,980.5,49.148,3,80,36,42,49,59,18,11,157,149,154
1739394685,11:09.6,-1,-1154,-3619,203,132,992,83,-244,-164,12.17,-546,-1892,-3782,4092.9375,1.81,980.51,49.148,3,80,28,50,49,56,0,15,161,146,153
1739394685,11:09.7,233,-122,-3945,306,48,576,90,-248,-158,11.88,-500,-1913,-3778,4092.9375,1.8,980.47,49.178,2,123,44,50,53,53,22,16,159,148,155
1739394685,11:09.7,-34,-177,-3979,136,-23,863,93,-257,-159,12.17,-451,-1938,-3776,4092.9375,1.8,980.48,49.166,3,76,40,39,54,57,15,22,161,146,154
1739394685,11:10.0,-168,-711,-3945,252,143,1197,128,-257,-167,11.88,-90,-1992,-3779,4092.9375,1.79,980.5,49.181,3,73,32,34,50,65,9,13,159,148,155
1739394685,11:10.1,83,117,-4004,64,180,825,137,-258,-168,12.17,-18,-1993,-3785,4092.9375,1.78,980.49,49.181,3,91,34,54,61,61,21,19,159,150,155
1739394685,11:10.2,102,16,-3856,-146,159,883,134,-258,-168,11.83,18,-1960,-3791,4092.9375,1.78,980.5,49.193,3,103,33,45,61,64,12,19,158,148,155
1739394685,11:10.3,-462,-199,-3908,88,75,938,144,-263,-168,12.07,75,-1959,-3780,4092.9375,1.78,980.49,49.199,3,115,31,44,49,57,12,19,161,147,154
1739394685,11:10.3,70,197,-4197,109,-32,1236,144,-261,-161,12.26,170,-1959,-3757,4092.9375,1.78,980.5,49.211,3,82,32,37,61,63,13,21,160,147,153
1739394685,11:10.4,-145,-237,-3801,-315,92,2172,155,-252,-169,12.02,268,-1932,-3773,4092.9375,1.78,980.5,49.223,3,91,44,43,51,55,14,16,159,148,155
1739394686,11:10.5,176,258,-4161,113,-117,2151,165,-257,-167,12.17,411,-1878,-3758,4092.9375,1.78,980.51,49.223,3,113,47,37,47,63,11,23,160,148,152
1739394686,11:10.6,-189,-147,-3831,44,301,1451,175,-247,-162,12.17,541,-1865,-3762,4092.9375,1.78,980.5,49.241,3,77,45,42,50,54,16,13,160,147,153
1739394686,11:10.6,-58,-468,-3835,-400,-189,2425,185,-244,-159,12.17,690,-1762,-3762,4092.9375,1.78,980.49,49.241,2,100,42,40,46,57,18,10,160,148,152
1739394686,11:10.7,380,271,-3954,-322,-252,2575,207,-229,-157,12.17,809,-1662,-3755,4092.9375,1.79,980.51,49.259,2,96,45,38,48,60,15,21,157,149,155
1739394686,11:11.0,-27,56,-4201,326,-111,1656,239,-213,-155,11.83,1246,-1511,-3624,4092.9375,1.78,980.5,49.277,3,91,55,30,49,58,24,10,156,150,155
1739394686,11:11.1,-717,-630,-4035,187,-329,1406,253,-215,-153,12.22,1351,-1484,-3591,4092.9375,1.77,980.51,49.278,3,108,50,21,46,58,15,20,158,149,154
1739394686,11:11.1,-1012,-736,-4014,-485,-250,787,257,-202,-158,12.17,1442,-1365,-3583,4092.9375,1.77,980.52,49.296,3,78,51,29,43,56,16,5,158,150,156
1739394686,11:11.2,-229,17,-4200,-585,-297,1120,261,-188,-152,12.22,1520,-1176,-3586,4092.9375,1.77,980.52,49.302,3,98,53,25,36,51,12,8,157,150,155
1739394686,11:11.3,-751,396,-4180,-173,275,1242,264,-180,-162,12.17,1534,-1093,-3597,4092.9375,1.77,980.52,49.302,3,99,53,26,43,56,12,17,158,151,153
1739394686,11:11.4,-148,297,-4180,-336,267,371,269,-178,-157,11.88,1518,-1024,-3619,4092.9375,1.77,980.52,49.308,3,106,59,21,45,60,13,21,158,152,154
1739394687,11:11.4,-1128,785,-3756,-450,-213,1066,271,-163,-157,11.83,1595,-886,-3575,4092.9375,1.77,980.52,49.32,3,94,58,20,50,55,16,20,160,151,152
1739394687,11:11.5,19,-91,-3994,-373,-115,1245,280,-151,-156,11.88,1634,-784,-3590,4092.9375,1.77,980.52,49.332,3,98,53,29,37,64,23,18,159,150,153
1739394687,11:11.6,-598,335,-3902,323,116,1305,282,-143,-163,12.02,1659,-704,-3567,4092.9375,1.77,980.51,49.344,3,81,52,24,51,51,11,19,158,152,155
1739394687,11:11.7,-498,410,-4053,268,69,359,276,-147,-157,11.64,1666,-736,-3586,4092.9375,1.77,980.52,49.35,3,110,54,26,39,54,24,13,159,151,156
1739394687,11:12.0,-190,-113,-4018,313,643,1013,264,-155,-162,12.07,1502,-877,-3637,4092.9375,1.75,980.52,49.357,3,96,66,32,44,56,13,6,159,150,157
1739394687,11:12.1,246,-240,-4368,-27,-52,694,272,-154,-168,12.02,1494,-836,-3622,4092.9375,1.74,980.51,49.375,3,94,59,36,51,54,19,14,159,151,157
1739394687,11:12.1,-422,249,-3864,99,-280,772,276,-152,-164,11.88,1587,-801,-3604,4092.9375,1.73,980.52,49.378,2,96,68,37,40,52,21,18,161,151,155
1739394687,11:12.2,-438,-15,-3895,416,315,931,280,-148,-163,11.88,1588,-785,-3622,4092.9375,1.73,980.49,49.378,3,77,58,29,40,54,19,18,158,152,156
1739394687,11:12.3,-552,251,-3987,-164,-594,834,276,-152,-157,12.17,1625,-740,-3583,4092.9375,1.73,980.49,49.402,2,95,66,29,50,50,18,13,159,153,155
1739394687,11:12.4,-554,130,-3698,-222,-352,1012,283,-129,-157,11.45,1715,-597,-3538,4092.9375,1.72,980.49,49.402,3,108,56,36,49,34,12,13,158,152,155
1739394687,11:12.4,217,-10,-3873,35,10,561,292,-136,-151,11.88,1712,-549,-3545,4092.9375,1.73,980.49,49.408,2,117,53,41,56,60,19,17,158,152,156
1739394688,11:12.5,-218,98,-4061,-117,136,1094,285,-120,-153,11.88,1700,-486,-3532,4092.9375,1.73,980.49,49.408,3,123,54,29,48,51,19,0,159,151,157
1739394688,11:12.6,-451,510,-3853,-53,-237,887,286,-112,-157,11.69,1737,-383,-3531,4093,1.73,980.49,49.415,3,87,53,32,36,51,26,17,159,152,154
1739394688,11:12.7,-285,110,-4071,295,-171,859,288,-117,-159,11.54,1713,-347,-3529,4093,1.73,980.49,49.427,3,91,59,34,51,52,21,15,158,153,155
1739394688,11:13.0,-727,208,-3885,-116,466,1293,292,-82,-151,12.02,1699,-83,-3520,4093.0625,1.72,980.51,49.438,3,73,55,22,38,51,12,23,159,152,155
1739394688,11:13.1,927,-176,-3945,-133,62,1415,276,-73,-159,12.17,1610,44,-3551,4093.0625,1.72,980.52,49.45,3,98,58,29,39,53,14,18,160,152,153
1739394688,11:13.1,-419,269,-4056,-182,-122,1218,274,-61,-162,12.02,1594,157,-3531,4093.0625,1.71,980.52,49.47,3,94,54,28,50,29,13,14,159,152,155
1739394688,11:13.2,53,196,-3914,426,96,850,282,-57,-151,12.07,1583,179,-3524,4093.0625,1.72,980.52,49.472,3,115,67,25,42,47,17,12,158,152,154
1739394688,11:13.3,-243,-59,-4350,607,119,945,272,-64,-156,12.07,1551,161,-3544,4093.0625,1.72,980.51,49.478,3,86,55,27,40,52,5,13,156,152,154
1739394688,11:13.4,85,-437,-3874,147,-429,957,274,-58,-159,12.17,1574,198,-3513,4093.0625,1.72,980.52,49.49,3,120,53,28,47,51,11,13,159,151,154
1739394689,11:13.5,-366,-45,-4054,-5,-478,1432,275,-54,-158,11.83,1639,289,-3474,4093.0625,1.73,980.51,49.496,2,112,59,37,40,47,5,19,157,151,154
1739394689,11:13.5,-142,106,-4008,104,-194,1134,278,-43,-150,12.17,1642,344,-3467,4093,1.73,980.53,49.502,2,96,49,23,34,45,8,17,159,153,148
1739394689,11:13.6,-65,541,-3962,-98,-10,1371,281,-40,-152,11.64,1594,460,-3433,4093,1.73,980.52,49.514,3,113,56,41,35,51,24,24,158,152,152
1739394689,11:13.7,-297,353,-3909,46,249,1617,270,-24,-153,11.69,1493,560,-3478,4093,1.74,980.51,49.513,3,98,48,31,58,45,10,12,158,153,153
1739394689,11:14.0,-399,234,-3988,292,-479,1214,260,1,-151,11.88,1306,889,-3457,4093,1.73,980.5,49.538,3,87,43,54,46,51,24,13,158,153,152
1739394689,11:14.1,-680,196,-4100,31,196,1670,244,2,-155,11.54,1210,938,-3455,4093,1.72,980.5,49.532,3,84,46,51,38,58,8,8,158,153,152
1739394689,11:14.1,-798,254,-3955,300,659,1701,223,8,-153,11.88,1033,976,-3471,4093,1.72,980.5,49.538,2,98,48,59,40,44,11,13,158,151,154
1739394689,11:14.2,-499,8,-4098,-148,584,1830,219,20,-159,11.64,893,1046,-3509,4093,1.72,980.5,49.551,3,83,52,60,27,60,13,14,159,151,154
1739394689,11:14.3,-160,236,-3959,60,902,1432,193,24,-158,12.07,652,1084,-3568,4093,1.73,980.49,49.556,2,95,60,50,30,51,12,19,160,151,150
1739394689,11:14.4,-134,292,-3985,40,590,330,186,21,-161,12.07,563,1085,-3562,4093,1.73,980.48,49.562,2,106,53,64,33,57,2,16,160,151,152
1739394689,11:14.4,315,137,-4033,-82,135,731,180,25,-155,11.88,484,1098,-3575,4093,1.73,980.5,49.574,3,73,63,56,34,54,23,15,160,150,152
1739394690,11:14.5,365,-24,-4015,305,208,577,171,21,-163,12.02,447,1079,-3599,4093,1.74,980.49,49.585,3,86,53,59,38,39,20,15,160,151,151
1739394690,11:14.6,-145,-123,-4013,-11,-109,668,164,16,-163,12.17,401,1101,-3588,4093,1.74,980.48,49.591,3,113,53,58,25,50,24,1,160,150,152
1739394690,11:14.7,281,426,-4178,-8,41,507,165,30,-164,11.69,326,1111,-3566,4093,1.75,980.47,49.585,3,93,50,54,18,42,11,17,160,149,152
1739394690,11:15.0,-21,-157,-4124,149,-138,-219,162,33,-159,11.88,314,1143,-3573,4093,1.74,980.47,49.631,2,125,45,41,22,32,15,21,160,150,152
1739394690,11:15.1,301,57,-4080,271,-433,351,166,26,-161,11.64,350,1125,-3581,4093,1.73,980.48,49.635,3,96,54,54,28,44,3,15,159,152,155
1739394690,11:15.1,564,728,-4247,-79,-358,-313,170,30,-164,12.17,385,1130,-3581,4093,1.73,980.48,49.641,3,93,46,57,39,51,19,13,159,151,154
1739394690,11:15.2,140,187,-4364,241,55,-129,177,17,-164,11.5,415,1047,-3601,4093,1.73,980.47,49.641,3,84,70,53,38,41,2,5,159,150,156
1739394690,11:15.3,-111,190,-4296,860,396,-564,174,11,-168,12.07,400,966,-3648,4093,1.74,980.47,49.649,3,110,57,49,29,40,17,9,158,151,155
1739394690,11:15.4,219,-368,-3933,1214,-150,-648,176,-6,-175,11.83,438,756,-3736,4093,1.74,980.47,49.655,3,117,60,69,40,47,25,27,158,150,156
1739394690,11:15.4,314,-251,-3598,1097,-104,-414,172,-30,-174,11.83,502,569,-3752,4093,1.74,980.47,49.661,3,95,57,64,33,42,28,16,157,150,156
1739394691,11:15.5,-73,-479,-4005,622,-272,44,183,-34,-175,11.64,549,571,-3783,4093,1.74,980.47,49.679,3,100,37,67,39,38,18,14,155,151,156
1739394691,11:15.6,-42,-605,-4077,830,-38,133,187,-30,-176,11.64,571,445,-3813,4093,1.75,980.46,49.673,3,117,50,75,32,43,32,23,154,150,156
1739394691,11:15.7,-176,-657,-4289,861,472,-269,178,-42,-185,11.88,550,359,-3824,4092.9375,1.75,980.46,49.673,2,86,58,66,27,36,14,16,152,151,155
1739394691,11:16.0,-81,-1436,-3963,756,-17,289,177,-137,-198,12.02,521,-657,-3968,4092.9375,1.74,980.48,49.709,3,84,47,90,41,22,10,24,137,137,148
1739394691,11:16.1,346,-1528,-3646,1658,620,68,175,-155,-198,11.74,445,-899,-3964,4092.9375,1.73,980.47,49.719,3,104,56,87,42,26,15,18,133,133,144
1739394691,11:16.1,596,-2072,-3157,1509,-486,265,174,-182,-187,11.74,484,-1052,-3945,4092.9375,1.72,980.48,49.707,2,109,59,80,48,24,21,17,126,129,140
1739394691,11:16.2,-72,-2831,-3050,2056,-470,-38,186,-205,-180,11.69,593,-1396,-3880,4092.9375,1.72,980.48,49.719,3,108,50,105,52,24,5,15,122,124,134
1739394691,11:16.3,8,-2446,-2999,1260,-156,82,186,-222,-170,11.88,597,-1550,-3822,4092.9375,1.73,980.48,49.729,2,119,40,95,34,23,35,44,116,117,129
1739394691,11:16.4,-361,-3083,-2866,2226,-907,293,202,-244,-167,11.64,738,-1861,-3703,4092.9375,1.73,980.47,49.741,2,82,52,103,68,19,39,50,106,111,122
1739394691,11:16.4,-265,-3801,-2409,1882,-936,520,216,-258,-151,12.07,853,-2036,-3608,4092.9375,1.73,980.5,49.719,3,106,47,93,40,20,30,23,102,107,119
1739394692,11:16.5,-304,-2973,-2603,1044,77,-321,212,-272,-147,11.83,885,-2200,-3522,4092.9375,1.73,980.49,49.741,3,95,43,103,53,19,22,17,98,102,112
1739394692,11:16.6,-106,-2767,-2282,1769,-1135,19,220,-296,-134,11.88,984,-2342,-3395,4092.9375,1.74,980.5,49.751,3,74,56,120,57,19,28,19,91,97,108
1739394692,11:16.6,-991,-3555,-2463,1436,-898,-119,239,-313,-118,11.83,1116,-2581,-3216,4092.9375,1.74,980.5,49.751,3,106,46,124,66,21,27,23,87,91,103
1739394692,11:17.0,-477,-4182,-1001,1926,-144,-19,238,-375,-42,11.83,1226,-3347,-2412,4092.9375,1.73,980.48,49.765,3,104,35,130,56,13,50,52,64,68,76
1739394692,11:17.1,-503,-3589,-812,1548,-151,113,241,-392,-31,12.07,1249,-3430,-2295,4092.9375,1.72,980.5,49.771,3,89,42,122,58,16,39,58,58,62,72
1739394692,11:17.1,-398,-3853,-588,1994,-107,250,257,-403,-1,11.88,1301,-3571,-2025,4092.9375,1.72,980.5,49.777,3,99,41,126,71,14,51,60,51,56,62
1739394692,11:17.2,-359,-3871,293,3048,63,497,251,-420,29,11.88,1368,-3733,-1604,4092.9375,1.72,980.5,49.789,3,113,52,128,74,26,55,59,44,48,54
1739394692,11:17.3,-885,-4613,624,2210,-140,358,254,-420,55,11.88,1407,-3786,-1372,4093,1.72,980.49,49.795,3,93,41,107,62,20,66,69,40,47,50
1739394692,11:17.4,-560,-3676,683,1112,163,172,266,-415,75,11.69,1445,-3841,-1198,4093,1.72,980.49,49.795,3,70,46,119,78,25,57,65,38,43,46
1739394692,11:17.4,-682,-3918,592,1752,217,568,272,-416,90,11.88,1501,-3850,-1046,4093,1.73,980.49,49.801,2,96,42,120,68,17,69,71,36,39,41
1739394693,11:17.5,-1028,-4165,1417,1558,173,246,275,-426,115,11.83,1579,-3857,-788,4093,1.73,980.52,49.801,3,118,34,120,75,20,63,75,34,36,39
1739394693,11:17.6,-690,-4169,1497,925,558,249,282,-424,127,12.07,1604,-3866,-648,4093,1.73,980.51,49.819,3,101,40,114,81,25,62,72,33,36,38
1739394693,11:17.7,-1013,-3722,1394,912,201,159,278,-427,130,11.88,1611,-3863,-586,4093,1.73,980.51,49.825,2,109,39,99,76,30,74,74,30,33,35
1739394693,11:18.0,-853,-3179,2616,1380,196,-25,272,-424,214,11.74,1576,-3816,335,4093,1.72,980.5,49.837,2,121,43,102,84,13,81,90,24,24,28
1739394693,11:18.1,-1053,-3031,2431,1346,159,-92,272,-408,224,11.69,1569,-3777,452,4093,1.72,980.5,49.837,2,89,31,101,69,36,86,89,24,22,25
1739394693,11:18.1,-1051,-3176,2666,1905,617,102,274,-410,242,11.83,1616,-3685,695,4093,1.71,980.51,49.851,3,105,45,102,72,24,88,82,23,20,24
1739394693,11:18.2,-976,-2537,2601,2397,227,-758,275,-403,270,11.74,1592,-3646,861,4093,1.71,980.48,49.851,3,104,44,98,84,34,99,116,21,20,21
1739394693,11:18.3,-1050,-2872,3130,2058,214,-351,276,-387,283,11.69,1534,-3533,1139,4093,1.71,980.5,49.875,2,116,40,85,74,23,104,119,22,19,19
1739394693,11:18.4,-1064,-2545,3193,1177,635,68,278,-387,295,11.74,1549,-3442,1316,4093,1.72,980.5,49.885,3,73,37,88,74,34,105,126,22,18,19
1739394693,11:18.4,-924,-2183,3322,2340,424,-771,274,-374,317,12.02,1513,-3374,1484,4093,1.72,980.5,49.879,3,104,53,93,77,36,107,129,22,19,18
1739394694,11:18.5,-1010,-2453,3646,2345,157,-702,265,-357,342,11.54,1451,-3202,1785,4093,1.72,980.48,49.885,3,100,44,83,81,44,117,121,22,18,18
1739394694,11:18.6,-1146,-2082,3727,1349,483,370,267,-347,362,12.02,1514,-3071,1893,4093,1.73,980.48,49.897,3,80,29,81,87,49,110,129,21,18,17
1739394694,11:18.7,-747,-1872,3743,1843,512,362,278,-328,375,11.83,1568,-2849,2091,4093,1.73,980.51,49.909,2,124,20,62,92,46,110,131,22,18,17
1739394694,11:19.0,-1021,-23,4215,2170,-895,-213,276,-247,426,11.83,1474,-1954,2791,4093,1.72,980.51,49.921,3,86,40,58,83,56,122,139,25,19,18
1739394694,11:19.1,-1012,7,4094,1833,-666,-283,257,-230,441,11.83,1381,-1774,2904,4093,1.71,980.49,49.917,3,96,40,45,81,67,112,127,25,19,19
1739394694,11:19.1,-765,417,4140,1302,-448,-268,254,-206,450,11.83,1317,-1581,3007,4092.9375,1.71,980.49,49.929,3,83,44,44,86,60,122,130,25,19,18
1739394694,11:19.2,-585,1096,3902,791,183,-52,255,-199,454,11.5,1295,-1462,3067,4092.9375,1.7,980.5,49.941,2,124,35,50,72,61,121,134,25,19,19
1739394694,11:19.3,-972,710,4190,1050,-632,-80,246,-183,462,11.83,1219,-1339,3112,4092.9375,1.7,980.5,49.941,3,96,46,33,77,73,113,131,26,20,19
1739394694,11:19.4,-563,1082,4000,752,-326,230,240,-171,468,11.88,1178,-1198,3173,4093,1.7,980.49,49.941,2,90,32,42,71,70,119,136,25,20,20
