unix_time,cur_time,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,imu_mx,imu_my,imu_mz,imu_T,mag_x,mag_y,mag_z,temp,enviro_t,enviro_p,enviro_h,,,,,,,,,,,
1739394742,12:07.4,3169,-2746,363,627,-1200,-1372,-171,-230,134,10.25,-3594,-1710,-718,4092.9375,0.82,980.53,53.076,2,106,74,81,14,15,54,54,69,58,67
1739394742,12:07.5,2986,-2760,111,887,-1104,-721,-181,-197,115,9.96,-3625,-1451,-876,4092.875,0.82,980.54,53.101,2,83,85,75,21,12,51,57,68,56,67
1739394743,12:07.6,3398,-2558,-22,604,-1450,-777,-182,-175,101,10.15,-3645,-1220,-1092,4092.875,0.81,980.53,53.113,3,101,81,83,21,22,60,61,67,58,66
1739394743,12:07.7,3803,-2069,-122,963,-639,-593,-183,-174,85,9.91,-3619,-1118,-1290,4092.875,0.81,980.53,53.119,3,94,93,75,13,21,51,59,68,57,64
1739394743,12:07.8,3685,-2025,-23,900,-682,-565,-187,-168,65,10.11,-3594,-1068,-1375,4092.875,0.81,980.53,53.125,2,106,91,76,5,26,45,59,67,57,64
1739394743,12:08.0,3667,-1848,-666,313,17,-813,-182,-150,67,9.87,-3598,-893,-1466,4092.875,0.81,980.52,53.125,3,116,92,83,28,9,45,62,64,54,60
1739394743,12:08.1,3720,-1838,-195,1195,-563,-1032,-181,-138,49,9.96,-3575,-740,-1574,4092.9375,0.81,980.51,53.137,3,111,98,76,20,22,48,43,62,52,58
1739394743,12:08.2,3140,-1145,-569,815,-878,-587,-180,-122,41,10.06,-3520,-660,-1776,4092.9375,0.81,980.51,53.137,3,111,94,80,17,9,43,55,62,53,58
1739394743,12:08.3,4340,-672,-2,-508,177,307,-175,-129,19,10.06,-3474,-623,-1811,4092.875,0.81,980.51,53.162,2,96,94,61,10,0,38,46,62,53,60
1739394743,12:08.4,2246,-1600,-347,1261,-1682,-285,-161,-120,-1,9.87,-3338,-635,-2170,4092.875,0.82,980.51,53.156,3,79,110,72,18,1,38,48,59,51,56
1739394743,12:08.5,3403,-1846,-1436,944,-4183,-1094,-130,-127,-53,9.87,-2956,-626,-2740,4092.9375,0.82,980.52,53.18,3,88,95,65,21,15,47,61,61,51,57
1739394743,12:08.6,4692,-1568,-1232,946,-1364,748,-114,-148,-73,10.15,-2793,-765,-2907,4092.9375,0.82,980.52,53.18,2,118,107,70,32,10,33,58,61,51,55
1739394744,12:08.7,2495,-1504,-1903,273,-1774,1000,-80,-146,-117,10.11,-2371,-919,-3271,4092.9375,0.82,980.52,53.193,3,110,89,70,20,7,24,27,68,52,60
1739394744,12:08.8,2504,-1884,-1978,809,-2819,655,-46,-178,-123,10.44,-1914,-1160,-3559,4092.9375,0.82,980.51,53.199,3,96,75,80,37,22,29,27,74,59,69
1739394744,12:08.9,2559,-2459,-2382,1021,-2335,703,-2,-198,-145,10.06,-1548,-1377,-3672,4092.9375,0.82,980.51,53.205,3,77,81,77,33,10,35,50,86,70,81
1739394744,12:09.0,1220,-2255,-2639,1625,-2614,668,39,-229,-159,10.11,-915,-1653,-3783,4092.9375,0.83,980.52,53.21,3,80,60,74,48,10,26,23,93,79,94
1739394744,12:09.1,2455,-2449,-2540,1984,-3647,-403,103,-249,-162,10.11,-131,-2057,-3714,4092.9375,0.83,980.52,53.228,2,107,64,87,39,18,26,23,98,88,106
1739394744,12:09.2,583,-3073,-2106,3236,-5637,-1248,192,-303,-130,10.06,650,-2508,-3385,4092.9375,0.83,980.52,53.235,2,107,52,71,32,3,18,16,94,87,101
1739394744,12:09.3,-128,-3722,-1987,2501,-4703,-1686,246,-354,-67,10.06,1284,-3021,-2718,4092.9375,0.83,980.51,53.241,2,102,55,73,30,4,41,47,89,85,95
1739394744,12:09.4,67,-3540,-1774,1865,-4248,-1415,270,-385,-20,9.87,1563,-3406,-2040,4092.9375,0.83,980.52,53.251,2,84,47,81,37,16,38,48,86,83,90
1739394744,12:09.5,1256,-4893,-846,880,-3876,747,295,-388,30,10.11,1846,-3480,-1581,4092.9375,0.83,980.52,53.251,3,111,40,71,40,2,24,24,89,86,95
1739394745,12:09.6,-1664,-3389,-749,-2174,-4217,2037,340,-374,55,10.06,2414,-3117,-1297,4092.9375,0.82,980.5,53.266,3,83,39,73,58,3,20,25,91,92,95
1739394745,12:09.8,-1808,-2983,-1701,-1672,-2546,-113,362,-351,65,10.11,2590,-2993,-1178,4092.9375,0.82,980.51,53.266,2,100,29,86,55,7,16,12,88,90,94
1739394745,12:09.9,-1308,-3468,-1261,-126,-4464,-816,377,-354,111,10.06,2655,-3061,-620,4092.9375,0.81,980.52,53.279,3,94,34,83,70,18,25,22,83,88,86
1739394745,12:10.0,-1999,-3750,-557,-1455,-4011,215,385,-348,155,10.06,2703,-3059,-143,4092.9375,0.81,980.54,53.273,2,97,38,70,76,14,24,18,81,85,85
1739394745,12:10.1,-2501,-2515,-1066,-1672,-4600,-533,371,-357,192,9.96,2620,-3119,157,4092.9375,0.8,980.52,53.298,3,118,28,91,75,10,10,20,76,81,79
1739394745,12:10.2,-3237,-2985,-964,-1085,-2581,-202,353,-371,220,9.77,2433,-3227,466,4092.9375,0.79,980.53,53.311,2,87,25,91,87,11,26,20,74,79,77
1739394745,12:10.3,-2523,-3210,-473,-63,-1209,398,353,-366,234,10.06,2430,-3184,636,4092.9375,0.79,980.5,53.305,3,89,35,78,82,6,17,23,71,76,74
1739394745,12:10.4,-2236,-2822,-366,-153,-1449,595,356,-350,255,10.25,2439,-3135,789,4092.9375,0.78,980.52,53.317,3,116,36,68,95,11,40,45,68,75,70
1739394745,12:10.5,-3118,-2394,-159,741,-421,1202,360,-346,263,10.15,2477,-2978,987,4092.9375,0.77,980.53,53.319,3,101,38,40,84,7,16,17,66,72,67
1739394745,12:10.6,-2025,-3337,368,177,-2428,-1933,338,-348,290,9.77,2145,-3143,1271,4093,0.77,980.54,53.349,2,110,20,13,88,10,41,47,61,68,64
1739394746,12:10.7,-2030,-3579,1011,-505,-691,-282,322,-360,301,9.96,2025,-3192,1290,4093,0.77,980.52,53.355,3,87,10,19,82,12,34,47,59,65,61
1739394746,12:10.8,-2889,-3248,542,-363,-826,355,309,-365,313,9.96,1932,-3209,1358,4093,0.76,980.54,53.343,3,85,19,16,90,19,33,50,57,63,59
1739394746,12:10.9,-2807,-3414,731,-156,-1880,-247,299,-362,311,9.96,1761,-3234,1492,4093,0.76,980.55,53.355,3,102,21,31,89,12,45,57,54,60,56
1739394746,12:11.0,-3094,-2356,732,-701,-2723,-354,270,-370,325,9.87,1419,-3380,1564,4093,0.76,980.57,53.368,2,92,19,34,89,7,54,57,51,57,54
1739394746,12:11.1,-2891,-3249,624,-481,-1723,245,251,-376,336,10.06,1251,-3409,1611,4093.0625,0.75,980.58,53.369,2,83,19,48,85,5,60,55,48,52,48
1739394746,12:11.2,-1976,-2592,1703,114,-3299,-68,222,-379,346,9.72,860,-3420,1779,4093.0625,0.75,980.55,53.387,2,120,21,40,81,1,52,62,40,44,43
1739394746,12:11.3,-1631,-3092,1600,-47,-4137,-1396,169,-370,359,10.06,148,-3479,1827,4093.0625,0.75,980.56,53.394,3,87,23,52,66,11,70,76,37,39,43
1739394746,12:11.4,-2090,-4339,2431,-1477,-3530,-1337,112,-388,340,10.11,-380,-3611,1599,4093.0625,0.75,980.56,53.4,2,98,34,65,65,26,63,78,41,40,43
1739394746,12:11.6,-92,-3261,2537,144,-3511,-1546,44,-402,322,10.06,-1124,-3601,1316,4093.0625,0.74,980.56,53.412,3,112,36,63,51,10,75,85,38,37,42
1739394747,12:11.7,1144,-3633,2804,564,-4168,-1938,-11,-385,289,10.11,-1898,-3409,912,4093.0625,0.74,980.56,53.431,2,95,52,66,45,31,77,99,36,32,38
1739394747,12:11.8,1556,-3286,2486,1924,-4632,-1943,-83,-346,263,10.06,-2650,-3004,495,4093.0625,0.74,980.56,53.424,3,96,69,46,35,23,64,76,32,29,33
1739394747,12:11.9,1641,-3993,2582,262,-3473,-1630,-125,-315,215,9.72,-2965,-2737,99,4093.0625,0.74,980.56,53.443,3,108,70,43,23,17,71,77,33,29,35
1739394747,12:12.0,1944,-2196,1743,-746,-2232,-750,-135,-300,176,10.11,-3168,-2565,-304,4093.0625,0.74,980.56,53.461,3,117,98,49,31,21,65,71,31,28,38
1739394747,12:12.1,3099,-1681,1070,239,-3573,-1484,-158,-287,133,9.87,-3271,-2397,-775,4093.0625,0.74,980.55,53.474,3,89,95,38,15,22,54,69,32,27,34
1739394747,12:12.2,2182,-1866,424,9,-3165,-1009,-150,-269,79,9.77,-3279,-2168,-1347,4093.0625,0.74,980.55,53.455,2,110,84,36,19,6,52,58,34,28,36
1739394747,12:12.3,4741,-4520,1125,-114,-992,1317,-139,-289,64,10.06,-3091,-2364,-1607,4093.0625,0.74,980.55,53.474,3,120,95,43,17,18,54,56,35,28,37
1739394747,12:12.4,3565,-3305,422,-228,-2507,-407,-134,-283,18,9.87,-2956,-2316,-1959,4093.0625,0.74,980.54,53.486,2,74,95,52,24,15,62,59,38,30,40
1739394747,12:12.5,3328,-3195,-113,-785,-740,527,-108,-285,2,9.91,-2835,-2347,-2132,4093,0.74,980.54,53.492,2,96,80,53,30,11,41,51,40,31,41
1739394747,12:12.6,3426,-2682,-316,520,-2218,-149,-93,-290,-21,9.87,-2660,-2372,-2426,4093,0.74,980.54,53.498,2,120,88,70,20,10,42,49,49,36,47
1739394748,12:12.7,4596,-2451,-255,-435,-3741,1948,-46,-303,-58,9.77,-1948,-2545,-2982,4093,0.74,980.53,53.517,2,96,73,67,33,5,46,44,64,52,67
1739394748,12:12.8,1477,-3039,-1405,126,-4918,1667,29,-320,-108,9.96,-1182,-2665,-3245,4093,0.74,980.53,53.517,3,99,82,73,44,19,23,24,78,69,85
1739394748,12:12.9,1127,-2904,-1186,571,-7096,1607,130,-331,-116,9.96,222,-2765,-3297,4093,0.74,980.54,53.529,2,78,49,60,40,0,25,22,90,85,98
1739394748,12:13.0,-78,-3006,-884,485,-8643,331,260,-334,-90,9.96,1653,-2813,-2667,4093,0.73,980.52,53.536,3,91,38,58,42,16,22,22,91,90,99
1739394748,12:13.1,-1655,-3469,-1004,621,-7622,-1188,334,-350,1,9.87,2274,-2950,-1876,4093,0.73,980.52,53.542,2,92,44,75,44,5,33,47,85,85,92
1739394748,12:13.2,-1395,-3412,-1298,427,-6070,-1928,361,-378,83,9.96,2370,-3288,-908,4093,0.72,980.53,53.542,3,107,48,89,39,0,25,25,77,78,82
1739394748,12:13.3,-855,-3563,-726,1012,-6512,-1323,335,-394,174,10.06,2143,-3521,129,4093,0.71,980.52,53.538,3,107,45,92,57,11,13,29,67,69,74
1739394748,12:13.4,-1409,-4090,466,1415,-5860,-1323,288,-404,251,9.91,1459,-3648,788,4093,0.71,980.54,53.556,3,90,36,88,54,9,34,42,62,63,67
1739394748,12:13.5,-826,-4054,588,66,-5973,-1983,214,-410,290,9.91,754,-3796,1201,4093,0.7,980.55,53.556,2,83,40,101,55,2,38,49,62,61,66
1739394749,12:13.6,63,-4413,876,187,-4733,-1213,151,-413,313,9.91,-60,-3841,1255,4093,0.7,980.54,53.575,2,116,43,83,53,4,36,53,62,61,65
1739394749,12:13.8,429,-4494,1043,-510,-2265,143,111,-420,295,10.06,-283,-3861,1136,4093,0.69,980.54,53.587,4,92,43,79,64,18,36,48,62,62,70
1739394749,12:13.9,951,-3940,574,-738,-3305,145,92,-434,286,9.96,-555,-3958,883,4093,0.69,980.55,53.593,2,86,43,66,60,15,30,21,63,63,68
1739394749,12:14.0,-227,-4283,729,-276,-1450,31,82,-429,270,9.91,-701,-3985,746,4093,0.69,980.55,53.599,3,97,47,41,45,12,36,41,64,64,70
1739394749,12:14.1,-907,-4078,340,-304,-2660,-127,58,-431,255,9.77,-864,-3995,596,4093,0.69,980.55,53.599,2,85,42,70,54,11,45,44,66,65,72
1739394749,12:14.2,-207,-3981,-335,-572,-1331,591,50,-434,233,10.06,-921,-4026,436,4093,0.69,980.55,53.612,3,84,32,51,51,0,42,55,66,66,73
1739394749,12:14.3,-182,-3904,137,-877,-1279,400,53,-429,224,10.06,-941,-4076,231,4093,0.69,980.55,53.642,3,100,37,45,59,3,37,43,69,69,77
1739394749,12:14.4,-798,-3959,-612,-790,-1025,-313,50,-436,209,9.96,-998,-4097,30,4093.0625,0.69,980.55,53.648,2,115,27,54,51,0,29,32,69,66,76
1739394749,12:14.5,-397,-4598,142,820,-264,457,54,-435,208,10.06,-961,-4096,91,4093.0625,0.69,980.55,53.655,3,82,32,76,62,0,42,53,70,70,76
1739394749,12:14.6,-205,-4730,140,-524,-1054,-640,46,-443,191,9.87,-1092,-4083,-22,4093.0625,0.69,980.55,53.673,2,100,34,75,58,6,39,57,69,67,76
1739394750,12:14.7,219,-3334,-346,902,-1185,-186,33,-439,202,9.91,-1182,-4049,-1,4093.0625,0.69,980.55,53.685,2,95,36,80,50,11,35,54,67,65,74
1739394750,12:14.8,-1049,-4319,-547,-82,-1891,38,29,-443,188,9.63,-1286,-4032,-130,4093.0625,0.7,980.55,53.679,2,112,36,77,57,22,31,39,69,68,74
1739394750,12:14.9,-121,-3864,-562,-379,-2670,652,33,-449,170,9.96,-1172,-4068,-357,4093.125,0.7,980.55,53.685,3,108,39,85,45,10,55,48,69,68,73
1739394750,12:15.0,-202,-3164,183,628,-5706,-1256,16,-439,134,9.96,-1386,-4004,-659,4093.125,0.7,980.54,53.704,2,84,50,91,61,19,44,54,64,64,66
1739394750,12:15.1,1203,-3722,396,1559,-5842,-1952,-3,-424,110,10.06,-1642,-3870,-1054,4093.125,0.7,980.56,53.704,3,102,43,87,50,6,54,56,59,60,61
1739394750,12:15.2,955,-5179,863,-695,-3652,-1063,-19,-415,75,9.91,-1727,-3744,-1403,4093.125,0.7,980.56,53.716,2,104,64,89,32,15,36,58,57,58,59
1739394750,12:15.3,845,-4012,373,-746,-4229,-1422,-14,-399,33,9.72,-1674,-3589,-1842,4093.125,0.7,980.56,53.735,3,99,59,83,36,12,39,55,51,52,55
1739394750,12:15.4,639,-3754,-819,547,-1040,-1422,-25,-385,18,10.06,-1765,-3440,-2044,4093.125,0.7,980.56,53.735,2,79,47,75,43,9,39,59,50,51,54
1739394750,12:15.5,-218,-5645,-69,-714,-438,-141,-22,-376,-2,10.06,-1794,-3329,-2210,4093.125,0.7,980.56,53.745,2,113,51,77,46,21,49,45,49,49,50
1739394751,12:15.6,1527,-5127,206,858,-1565,-541,-23,-375,-8,9.77,-1689,-3374,-2243,4093.125,0.7,980.56,53.763,2,111,67,83,37,16,48,63,44,44,49
1739394751,12:15.7,812,-5628,-303,1520,184,746,-11,-388,-1,9.87,-1689,-3406,-2140,4093.125,0.7,980.56,53.751,2,88,60,84,46,25,56,50,46,45,48
1739394751,12:15.8,327,-3699,-775,80,-364,-467,-9,-392,0,9.77,-1644,-3420,-2180,4093.125,0.7,980.56,53.763,3,82,68,79,37,23,50,45,44,44,49
1739394751,12:15.9,1578,-3801,-699,368,-842,47,-4,-392,2,9.58,-1521,-3477,-2205,4093.125,0.7,980.56,53.788,2,116,57,87,52,16,53,66,47,45,48
1739394751,12:16.0,1130,-4635,-366,-1127,-169,21,1,-388,-10,9.77,-1434,-3445,-2321,4093.125,0.7,980.55,53.782,2,123,68,85,40,0,44,49,46,44,51
1739394751,12:16.1,1926,-3914,-412,-985,-1066,134,8,-378,-30,9.72,-1386,-3313,-2519,4093.125,0.7,980.56,53.806,3,101,56,92,38,10,40,38,50,46,50
1739394751,12:16.3,460,-3709,-330,-187,6,474,32,-376,-43,9.91,-1288,-3284,-2626,4093.1875,0.7,980.53,53.819,2,101,62,78,41,4,47,50,50,44,50
1739394751,12:16.4,1914,-4116,-291,-398,-2244,206,40,-375,-52,9.96,-1019,-3293,-2727,4093.1875,0.7,980.53,53.819,3,120,53,84,45,7,35,54,57,51,59
1739394751,12:16.5,744,-4046,-554,-435,-5398,528,119,-373,-69,9.91,-168,-3216,-2934,4093.1875,0.7,980.53,53.837,2,131,39,96,53,15,29,33,69,65,75
1739394751,12:16.6,-371,-3394,-144,-291,-8873,1046,230,-368,-66,9.72,1268,-3139,-2584,4093.1875,0.7,980.53,53.825,3,76,46,84,47,12,37,55,72,72,80
1739394752,12:16.7,-1140,-3731,511,-525,-9945,-552,333,-364,9,10.06,2298,-3133,-1489,4093.1875,0.7,980.53,53.85,3,92,54,84,54,13,46,70,68,70,75
1739394752,12:16.8,-3203,-3688,-72,382,-7855,-345,369,-362,127,9.96,2622,-3192,-536,4093.1875,0.7,980.53,53.843,3,74,42,85,52,18,40,58,65,65,68
1739394752,12:16.9,-1814,-3950,348,28,-5535,-758,354,-373,197,9.77,2347,-3308,322,4093.1875,0.69,980.53,53.85,2,106,42,109,55,7,29,38,59,60,64
1739394752,12:17.0,-1219,-4127,657,-115,-5307,-582,323,-384,256,9.77,1941,-3408,921,4093.125,0.69,980.53,53.868,3,95,38,103,51,19,41,45,58,59,61
1739394752,12:17.1,-1221,-4080,1027,-304,-3414,-102,280,-383,294,10.06,1687,-3470,1217,4093.125,0.69,980.53,53.886,2,119,41,94,46,10,42,53,54,57,64
1739394752,12:17.2,-495,-4045,945,441,-3370,-119,261,-379,312,9.96,1397,-3453,1426,4093.125,0.69,980.53,53.88,2,108,47,111,47,8,49,55,53,52,58
1739394752,12:17.3,-406,-4124,1424,-28,-3983,-603,222,-387,339,10.06,831,-3501,1651,4093.125,0.69,980.54,53.886,3,116,40,119,60,15,39,58,56,55,60
1739394752,12:17.4,142,-3652,816,-1164,-2529,-800,170,-397,334,9.77,287,-3690,1485,4093.125,0.69,980.54,53.899,3,134,37,101,58,4,29,33,58,58,63
1739394752,12:17.5,284,-3738,725,590,-558,658,172,-394,326,9.72,311,-3678,1520,4093.125,0.68,980.56,53.906,3,108,55,76,52,11,30,24,57,56,62
1739394753,12:17.6,-495,-3625,1149,-204,-3054,-708,138,-407,329,9.77,-9,-3679,1540,4093.125,0.68,980.53,53.906,2,98,55,75,54,19,35,49,55,55,61
1739394753,12:17.7,298,-3914,784,156,-1113,-269,112,-396,342,9.96,-192,-3639,1665,4093.125,0.67,980.54,53.912,3,85,43,29,46,14,26,30,53,52,58
1739394753,12:17.8,314,-3928,1169,447,-1205,571,114,-388,345,9.72,-229,-3594,1727,4093.125,0.67,980.55,53.925,2,100,45,32,46,3,23,26,51,52,58
1739394753,12:17.9,-1031,-4560,818,41,-1266,830,114,-390,345,9.44,-311,-3563,1697,4093.125,0.67,980.56,53.937,3,105,47,13,54,8,27,29,52,51,57
1739394753,12:18.1,-281,-3808,1191,590,-1722,161,97,-388,345,10.06,-458,-3515,1717,4093.125,0.66,980.56,53.926,2,99,38,25,55,10,42,52,49,49,54
1739394753,12:18.2,-175,-4036,723,114,-1251,861,95,-383,337,9.96,-582,-3518,1660,4093.1875,0.66,980.54,53.951,2,111,29,33,65,7,43,61,47,48,55
1739394753,12:18.3,221,-4003,823,1191,-2544,7,75,-383,347,9.63,-825,-3433,1708,4093.1875,0.66,980.54,53.957,3,115,20,20,51,14,39,61,44,43,48
1739394753,12:18.4,-158,-4455,1506,1475,-2507,136,28,-365,369,9.87,-1208,-3222,1790,4093.1875,0.65,980.55,53.963,2,105,29,33,63,24,55,62,45,41,48
1739394753,12:18.5,171,-3878,1866,331,-1194,-450,7,-354,353,9.87,-1469,-3166,1765,4093.1875,0.65,980.56,53.969,2,101,20,31,55,2,51,61,44,39,45
1739394753,12:18.6,277,-3485,2161,413,-2035,-891,-20,-342,349,9.77,-1806,-3034,1686,4093.1875,0.65,980.56,54,2,113,33,32,38,17,56,61,43,36,45
1739394754,12:18.7,327,-3789,1719,969,-2455,-651,-45,-324,333,10.06,-2120,-2821,1524,4093.1875,0.65,980.56,54,2,128,42,26,44,18,75,76,42,36,45
1739394754,12:18.8,1202,-3634,1792,-73,-2136,-606,-79,-313,322,9.58,-2436,-2769,1256,4093.25,0.65,980.56,54,3,121,35,25,35,26,76,72,46,39,49
1739394754,12:18.9,1749,-3415,1428,422,-2140,-773,-104,-306,289,10.06,-2853,-2571,842,4093.25,0.65,980.56,54.025,3,84,44,28,36,9,57,64,50,42,51
1739394754,12:19.0,1459,-4100,1773,335,-1559,-401,-128,-292,256,9.91,-3075,-2459,455,4093.25,0.65,980.56,54.037,2,76,59,26,35,28,64,49,52,45,53
1739394754,12:19.1,2863,-3241,1174,44,-657,1184,-133,-303,220,9.77,-3049,-2610,280,4093.25,0.65,980.56,54.031,3,123,60,41,42,31,50,56,54,45,55
1739394754,12:19.2,3655,-2568,1129,917,-2679,-633,-143,-287,186,9.96,-3194,-2482,-157,4093.25,0.65,980.57,54.043,3,79,63,44,21,20,71,78,54,45,54
1739394754,12:19.3,2625,-2413,1040,2437,-3060,-1031,-156,-271,156,9.63,-3365,-2235,-532,4093.1875,0.65,980.56,54.062,2,116,74,42,28,13,57,62,49,45,54
1739394754,12:19.4,2774,-2994,407,1669,-2968,-774,-155,-267,108,9.77,-3426,-2056,-990,4093.1875,0.65,980.56,54.062,3,73,73,44,11,11,58,56,49,44,53
1739394754,12:19.5,3795,-3778,524,-344,-889,-1587,-166,-243,102,9.77,-3440,-1948,-1034,4093.1875,0.65,980.57,54.068,3,132,79,30,18,27,56,60,52,46,55
1739394755,12:19.6,2833,-2332,394,-1032,-1568,-1202,-176,-220,78,9.77,-3476,-1668,-1360,4093.1875,0.66,980.57,54.093,2,100,80,49,21,6,61,62,54,49,58
1739394755,12:19.7,3324,-2139,321,-98,-1831,-1128,-170,-206,50,9.77,-3468,-1558,-1553,4093.1875,0.66,980.59,54.08,3,101,76,31,24,13,34,58,54,49,58
1739394755,12:19.7,3534,-2360,211,642,-2195,-1444,-159,-197,32,9.63,-3373,-1397,-1848,4093.1875,0.66,980.58,54.086,3,128,80,24,25,0,53,60,53,48,56
1739394755,12:19.8,3665,-2303,-500,1166,-2019,-829,-158,-188,7,9.44,-3270,-1276,-2055,4093.1875,0.67,980.57,54.107,2,98,87,38,14,0,52,59,54,47,57
1739394755,12:20.0,2529,-3420,-952,-594,-1203,-493,-143,-191,-19,9.72,-3145,-1355,-2334,4093.1875,0.66,980.57,54.111,3,99,96,37,23,0,47,59,53,48,57
1739394755,12:20.1,3848,-1481,-783,-525,-329,664,-139,-194,-20,9.77,-3126,-1341,-2387,4093.1875,0.66,980.58,54.111,2,96,86,45,21,6,37,60,54,48,57
1739394755,12:20.2,3883,-2131,-900,-594,-2159,162,-127,-189,-44,10.06,-2964,-1320,-2655,4093.1875,0.66,980.58,54.124,3,105,95,41,30,8,31,32,53,49,56
1739394755,12:20.2,3084,-1894,-1689,222,-2445,456,-107,-194,-69,9.77,-2738,-1396,-2834,4093.125,0.66,980.57,54.136,2,120,88,55,29,10,32,43,53,47,56
1739394755,12:20.3,3012,-2131,-1934,-20,-565,831,-102,-205,-69,9.77,-2624,-1470,-2941,4093.125,0.67,980.56,54.151,3,79,85,45,19,14,37,45,53,47,55
1739394755,12:20.4,3426,-2186,-1095,42,139,889,-101,-211,-77,9.63,-2604,-1513,-2947,4093.125,0.67,980.56,54.138,3,120,77,45,13,9,36,51,51,47,54
1739394755,12:20.5,3708,-2421,-1203,376,-1635,222,-81,-219,-92,9.44,-2426,-1606,-3105,4093.125,0.67,980.56,54.163,3,79,90,54,31,15,38,53,54,46,55
1739394755,12:20.5,3236,-2579,-1398,552,-3185,-132,-54,-221,-111,9.58,-2171,-1657,-3263,4093.125,0.68,980.55,54.157,3,120,73,54,34,1,25,34,65,52,66
1739394756,12:20.6,1140,-2440,-2289,-180,-3776,-101,-13,-217,-134,9.44,-1600,-1633,-3565,4093.125,0.68,980.54,54.188,2,112,85,62,26,12,19,26,78,64,85
1739394756,12:20.7,1864,-1955,-2417,207,-4165,-305,24,-226,-147,9.96,-1267,-1598,-3717,4093.125,0.68,980.56,54.182,3,96,78,60,30,0,17,18,86,76,94
1739394756,12:21.0,-653,-2581,-2846,-77,-5566,-1912,278,-259,-128,9.91,1547,-1840,-3351,4093.125,0.67,980.55,54.212,3,132,50,61,48,4,30,20,115,115,124
1739394756,12:21.1,-1172,-2662,-3129,-235,-3876,-1123,313,-249,-101,9.77,2020,-1850,-3029,4093.125,0.67,980.57,54.206,3,80,52,52,50,8,29,21,113,116,123
1739394756,12:21.2,-676,-2529,-2961,-40,-3264,-1062,345,-252,-77,9.96,2294,-1968,-2785,4093.125,0.66,980.57,54.214,3,105,41,59,55,16,23,16,111,115,121
1739394756,12:21.2,-1102,-2615,-2739,-78,-3837,-1431,364,-261,-52,9.53,2578,-2077,-2380,4093.125,0.66,980.56,54.226,3,128,40,77,49,24,33,41,107,112,117
1739394756,12:21.3,-1765,-2527,-2567,135,-4373,-1396,386,-281,-15,9.87,2785,-2204,-2032,4093.125,0.66,980.56,54.22,3,130,41,83,57,5,11,23,101,108,111
1739394756,12:21.4,-2127,-2782,-2351,-260,-4696,-1353,396,-296,30,9.77,2954,-2382,-1463,4093.125,0.67,980.57,54.243,3,106,33,89,63,11,14,23,98,103,105
1739394756,12:21.4,-2360,-2986,-2057,-516,-4624,-2299,409,-315,79,9.39,3037,-2564,-1081,4093.125,0.67,980.56,54.25,2,93,42,97,75,0,32,41,90,100,99
1739394756,12:21.5,-2681,-3113,-1166,-52,-4686,-1006,406,-317,124,9.58,2967,-2741,-486,4093.125,0.67,980.55,54.25,2,95,23,91,72,0,24,11,85,95,94
1739394757,12:21.6,-2368,-3178,-1270,-915,-3625,-536,399,-331,157,9.87,2927,-2835,-255,4093.125,0.67,980.55,54.256,3,87,33,94,86,8,19,20,82,92,89
1739394757,12:21.7,-2317,-2600,-1086,-1067,-2721,-784,383,-345,180,9.77,2809,-2943,59,4093.125,0.68,980.55,54.256,3,132,27,90,70,15,25,20,79,88,89
1739394757,12:22.0,-3261,-3300,-703,-1179,-1816,-390,348,-371,227,9.77,2324,-3274,496,4093.125,0.66,980.57,54.282,3,88,24,76,93,12,19,20,72,82,80
1739394757,12:22.1,-2869,-3151,-773,-773,-1891,-445,332,-380,236,9.72,2206,-3357,589,4093.125,0.65,980.56,54.288,3,131,19,91,92,17,25,26,72,80,78
1739394757,12:22.2,-3386,-2404,-1203,175,-1204,-193,338,-379,242,9.77,2150,-3378,677,4093.125,0.65,980.57,54.3,2,98,28,84,72,5,25,22,68,76,77
1739394757,12:22.2,-2755,-3445,-280,815,-1754,-723,318,-384,259,9.77,1972,-3416,863,4093.125,0.64,980.58,54.321,3,71,25,89,73,12,28,21,64,74,70
1739394757,12:22.3,-2625,-3753,105,695,-1361,-879,303,-389,278,9.87,1847,-3420,1022,4093.125,0.64,980.58,54.315,3,96,23,91,74,11,32,47,63,72,72
1739394757,12:22.4,-2305,-3674,718,-646,-1524,20,286,-387,285,9.77,1747,-3472,1109,4093.125,0.64,980.57,54.333,3,83,36,81,94,0,22,24,64,70,70
1739394757,12:22.4,-2099,-3497,521,-420,-559,-65,292,-396,282,9.58,1685,-3474,1069,4093.125,0.65,980.57,54.331,3,111,20,93,97,10,26,27,61,70,69
1739394757,12:22.5,-3054,-3335,116,-507,-1632,450,286,-397,290,9.77,1608,-3554,1128,4093.125,0.65,980.57,54.331,3,114,16,75,84,9,35,60,60,69,68
1739394758,12:22.6,-1981,-2900,-73,-860,-1717,-40,272,-388,286,9.77,1538,-3566,1113,4093.1875,0.65,980.57,54.337,2,89,30,70,98,16,30,21,58,65,64
1739394758,12:22.7,-2725,-3478,389,274,-1868,174,269,-392,295,9.91,1370,-3526,1219,4093.1875,0.65,980.57,54.337,3,122,30,59,88,11,54,48,54,63,61
1739394758,12:23.0,-1373,-2743,2401,2317,-3475,69,213,-334,403,9.39,712,-2908,2332,4093.1875,0.63,980.57,54.364,3,105,23,65,77,19,62,63,32,36,33
