1739394784.8739936,21:15:53.08,-413,-60,-3990,11,40,-11,224,-117,-67,6.22,977,-362,-2667,3.0,2.61,979.79,65.558,2,107,2,11,0,2,0,9,14,10,11
1739394784.9474287,21:15:53.15,-430,-92,-3984,20,39,-12,228,-110,-66,6.37,982,-364,-2658,3.0,2.61,979.78,65.584,3,108,11,0,2,0,0,6,14,10,11
1739394785.0200775,21:15:53.22,-421,-80,-3981,25,42,-13,224,-112,-67,6.37,974,-362,-2666,3.0,2.62,979.82,65.571,2,120,10,2,10,4,3,15,15,11,11
1739394785.092485,21:15:53.30,-407,-66,-4009,15,45,-11,222,-112,-65,6.46,974,-337,-2664,3.0,2.63,979.81,65.583,2,111,0,4,0,0,0,8,14,9,10
1739394785.1652913,21:15:53.37,-401,-62,-3956,20,40,-19,223,-115,-69,6.46,974,-363,-2657,3.0,2.64,979.83,65.596,3,116,13,2,11,16,0,5,15,10,10
1739394785.2380383,21:15:53.44,-416,-66,-4000,18,45,-13,233,-113,-69,6.37,971,-358,-2672,3.0,2.65,979.81,65.615,3,111,0,0,2,0,0,2,15,10,10
1739394785.3121924,21:15:53.51,-422,-77,-3974,12,37,-12,223,-110,-61,6.75,974,-342,-2669,3.0,2.66,979.84,65.628,3,80,8,4,12,2,0,9,14,10,11
1739394785.3876657,21:15:53.59,-426,-80,-3986,18,32,-13,230,-120,-69,6.46,968,-360,-2667,3.0,2.67,979.82,65.625,3,86,9,1,0,0,0,3,14,10,10
1739394785.4656706,21:15:53.67,-410,-69,-3990,19,39,-12,224,-112,-72,6.46,979,-362,-2673,3.0,2.68,979.83,65.638,3,83,3,1,9,0,0,8,15,10,10
1739394785.7972364,21:15:54.00,-418,-49,-4030,22,48,-13,223,-105,-71,6.56,974,-366,-2667,3.0625,2.67,979.8,65.631,3,78,10,0,3,4,12,14,15,11,11
1739394785.8704083,21:15:54.07,-420,-55,-3994,18,45,-13,228,-115,-66,6.46,971,-352,-2675,3.0625,2.68,979.82,65.651,3,78,1,7,4,0,8,4,15,10,10
1739394785.9438891,21:15:54.15,-423,-77,-4012,19,39,-13,232,-112,-70,6.46,966,-354,-2663,3.0625,2.68,979.82,65.651,3,122,0,15,0,0,6,10,14,10,10
1739394786.016231,21:15:54.22,-436,-62,-3982,10,40,-11,227,-106,-60,6.37,981,-376,-2659,3.0625,2.69,979.8,65.657,2,96,1,5,8,0,0,6,15,10,11
1739394786.0884912,21:15:54.29,-446,-91,-3968,15,46,-10,224,-114,-65,6.61,983,-355,-2661,3.0625,2.7,979.82,65.677,3,78,16,15,6,1,0,6,14,11,10
1739394786.1606896,21:15:54.36,-432,-95,-4006,30,39,-15,225,-113,-59,6.42,976,-363,-2665,3.0625,2.7,979.79,65.677,2,78,0,2,5,0,2,7,14,10,11
1739394786.2334542,21:15:54.44,-398,-57,-3982,29,31,-9,223,-115,-66,6.42,966,-358,-2650,3.0625,2.71,979.81,65.683,3,97,0,0,11,2,2,10,14,9,10
1739394786.306085,21:15:54.51,-400,-62,-3988,27,36,-14,229,-112,-65,6.46,988,-363,-2670,3.0625,2.72,979.8,65.682,2,79,3,3,2,12,0,7,15,10,11
1739394786.3788078,21:15:54.58,-418,-50,-3989,7,40,-8,218,-113,-71,6.61,977,-370,-2664,3.0625,2.73,979.78,65.677,3,72,5,7,4,1,3,17,14,10,11
1739394786.4514725,21:15:54.65,-426,-66,-3966,20,35,-10,225,-110,-61,6.61,979,-349,-2663,3.0625,2.74,979.8,65.674,2,103,2,11,14,0,9,0,14,10,10
1739394786.7974954,21:15:55.00,-422,-82,-4011,14,47,-9,229,-112,-60,6.7,970,-370,-2657,3.0625,2.73,979.81,65.684,3,97,0,0,2,0,0,17,14,11,10
1739394786.8873162,21:15:55.09,-406,-72,-3988,16,44,-12,229,-104,-70,6.42,974,-368,-2649,3.125,2.73,979.81,65.71,2,106,1,12,9,0,4,8,14,10,11
1739394786.9780312,21:15:55.18,-428,-61,-3985,13,40,-21,225,-110,-64,6.56,985,-370,-2658,3.125,2.74,979.79,65.713,3,126,0,14,2,11,0,10,13,10,10
1739394787.067497,21:15:55.27,-409,-65,-3995,14,44,-15,224,-112,-70,6.42,982,-359,-2671,3.125,2.74,979.79,65.726,3,95,9,1,0,1,0,11,13,9,11
1739394787.158586,21:15:55.36,-427,-57,-3989,15,43,-13,230,-115,-64,6.61,966,-354,-2662,3.125,2.75,979.81,65.733,3,107,9,3,13,0,0,9,13,10,11
1739394787.2443206,21:15:55.45,-414,-47,-3993,13,40,-10,223,-108,-66,6.56,976,-360,-2662,3.125,2.76,979.8,65.745,2,77,1,1,0,8,10,8,14,10,11
1739394787.3324685,21:15:55.53,-417,-81,-3985,16,36,-10,225,-113,-61,6.46,1004,-379,-2664,3.125,2.76,979.79,65.739,2,91,4,17,12,9,3,19,14,10,11
1739394787.4234583,21:15:55.62,-434,-83,-3998,15,44,-8,225,-115,-73,6.61,977,-365,-2625,3.125,2.77,979.81,65.732,3,104,3,4,10,9,8,5,15,10,12
1739394787.5128546,21:15:55.71,-425,-79,-3998,16,39,-17,232,-114,-75,6.7,985,-359,-2659,3.125,2.77,979.8,65.745,2,91,1,5,0,0,0,6,14,11,11
1739394787.6032033,21:15:55.80,-433,-60,-3996,12,45,-16,229,-106,-67,6.61,979,-358,-2671,3.125,2.78,979.79,65.771,3,104,10,0,2,0,5,8,13,10,11
1739394787.7977235,21:15:56.00,-391,-54,-3963,19,40,-12,225,-110,-61,6.56,973,-365,-2666,3.1875,2.78,979.78,65.777,3,106,3,0,5,0,0,15,13,11,11
1739394787.8881524,21:15:56.09,-396,-40,-3985,23,41,-14,230,-115,-66,6.7,970,-367,-2660,3.1875,2.78,979.78,65.784,2,110,14,6,0,0,0,14,14,10,11
1739394787.9773006,21:15:56.18,-420,-56,-3981,23,44,-13,230,-110,-66,6.56,986,-371,-2658,3.1875,2.79,979.81,65.784,3,96,3,0,6,10,5,10,13,11,10
1739394788.0680578,21:15:56.27,-410,-51,-3973,21,46,-14,225,-113,-69,6.8,992,-362,-2663,3.1875,2.79,979.8,65.797,3,102,13,4,3,4,0,5,14,10,11
1739394788.1570084,21:15:56.36,-387,-46,-3983,10,45,-11,220,-113,-56,6.37,982,-352,-2641,3.1875,2.8,979.79,65.79,3,110,8,10,3,0,5,12,15,10,11
1739394788.2484415,21:15:56.45,-390,-56,-3979,17,43,-14,225,-120,-66,6.46,974,-366,-2650,3.1875,2.81,979.8,65.807,3,85,5,0,0,1,4,8,15,10,11
1739394788.3365135,21:15:56.54,-392,-70,-3987,20,38,-11,228,-123,-69,6.7,978,-377,-2669,3.1875,2.81,979.79,65.813,2,116,13,11,0,13,0,9,14,10,12
1739394788.4279923,21:15:56.63,-391,-57,-3969,29,41,-10,225,-113,-71,6.61,980,-361,-2648,3.1875,2.82,979.78,65.82,3,139,11,8,0,0,0,7,14,10,11
1739394788.5203538,21:15:56.72,-426,-73,-3985,24,38,-13,223,-118,-66,6.61,964,-358,-2676,3.25,2.82,979.78,65.82,3,96,4,12,13,0,4,9,14,9,9
1739394788.602307,21:15:56.80,-427,-53,-3992,20,40,-12,227,-109,-70,6.61,978,-361,-2668,3.25,2.83,979.83,65.839,3,113,7,0,12,12,5,11,13,9,11
1739394788.797921,21:15:57.00,-407,-83,-4006,28,39,-12,225,-115,-64,6.7,967,-362,-2668,3.3125,2.83,979.83,65.845,3,97,1,8,3,0,5,16,14,10,9
1739394788.87514,21:15:57.08,-407,-73,-3975,19,40,-13,227,-117,-65,6.46,974,-365,-2689,3.3125,2.83,979.82,65.845,3,102,1,0,10,0,12,11,14,10,10
1739394788.9578156,21:15:57.16,-388,-56,-3969,27,40,-12,229,-109,-67,6.27,981,-365,-2692,3.3125,2.83,979.81,65.852,3,91,0,7,7,6,5,11,13,10,10
1739394789.0588295,21:15:57.26,-408,-78,-3967,19,46,-10,222,-114,-62,6.56,990,-355,-2672,3.3125,2.84,979.81,65.858,3,97,3,13,0,17,0,4,14,10,10
1739394789.1352916,21:15:57.34,-419,-80,-4006,16,43,-7,224,-114,-65,6.8,987,-358,-2684,3.3125,2.85,979.83,65.871,3,122,7,7,1,0,0,7,14,9,10
1739394789.2125015,21:15:57.41,-428,-63,-4024,32,40,-12,224,-106,-65,6.46,962,-362,-2686,3.3125,2.85,979.81,65.877,3,73,0,15,5,0,5,11,15,10,10
1739394789.2886891,21:15:57.49,-404,-47,-3993,23,41,-12,228,-110,-66,6.61,976,-360,-2678,3.3125,2.86,979.83,65.877,3,111,0,7,1,4,12,11,14,9,11
1739394789.3690279,21:15:57.57,-387,-31,-3980,14,47,-16,229,-109,-72,6.61,965,-370,-2696,3.3125,2.87,979.82,65.883,3,99,8,2,0,2,3,11,14,10,11
1739394789.4630985,21:15:57.66,-410,-58,-3996,24,38,-22,228,-115,-73,6.7,970,-369,-2683,3.3125,2.87,979.81,65.883,2,88,7,0,0,4,1,7,13,10,10
1739394789.5497553,21:15:57.75,-417,-73,-4040,24,35,-18,233,-113,-64,6.61,962,-358,-2670,3.3125,2.88,979.83,65.896,2,112,0,5,5,8,6,6,15,11,11
1739394789.7981296,21:15:58.00,-403,-47,-3958,30,35,-9,224,-117,-67,6.7,968,-361,-2685,3.3125,2.88,979.8,65.903,3,125,1,0,9,0,0,9,14,9,9
1739394789.8833594,21:15:58.08,-383,-65,-4004,17,41,-16,229,-109,-62,6.9,970,-357,-2694,3.3125,2.88,979.83,65.926,2,89,7,5,2,2,0,7,14,9,9
1739394789.9752493,21:15:58.18,-392,-41,-4017,20,38,-6,224,-114,-62,6.61,974,-358,-2686,3.3125,2.88,979.82,65.926,3,95,0,2,0,9,3,17,14,10,11
1739394790.0600653,21:15:58.26,-363,-64,-3988,27,35,-10,225,-118,-69,6.7,967,-373,-2683,3.3125,2.89,979.81,65.92,3,104,4,0,0,13,0,2,15,10,10
1739394790.1395066,21:15:58.34,-414,-62,-4045,28,40,-12,225,-115,-66,6.94,967,-343,-2676,3.375,2.89,979.8,65.914,2,102,17,7,7,0,0,7,14,10,11
1739394790.2199457,21:15:58.42,-415,-47,-4008,16,36,-14,225,-113,-69,6.9,966,-362,-2698,3.375,2.9,979.82,65.94,3,107,4,1,4,0,10,13,13,9,10
1739394790.3074746,21:15:58.51,-413,-61,-3982,19,40,-14,224,-106,-67,6.42,973,-360,-2697,3.375,2.91,979.81,65.94,3,78,2,10,10,6,0,12,14,10,10
1739394790.3937342,21:15:58.60,-427,-60,-4015,12,43,-18,219,-109,-67,6.75,968,-359,-2659,3.375,2.91,979.8,65.927,3,90,7,5,0,0,1,10,15,10,10
1739394790.4696095,21:15:58.67,-407,-67,-3966,14,44,-15,225,-113,-73,6.7,962,-363,-2684,3.375,2.92,979.82,65.946,3,115,0,1,4,0,0,8,13,9,10
1739394790.5503166,21:15:58.75,-407,-60,-4000,15,40,-18,227,-112,-70,6.75,972,-358,-2657,3.375,2.92,979.81,65.953,2,114,15,2,1,5,0,6,14,9,9
1739394790.798353,21:15:59.00,-427,-84,-3996,16,37,-10,224,-122,-62,6.7,973,-359,-2685,3.375,2.92,979.81,65.966,3,76,0,1,2,0,10,15,13,9,11
1739394790.876839,21:15:59.08,-419,-73,-3991,11,41,-7,229,-119,-60,6.75,970,-362,-2677,3.375,2.92,979.8,65.979,3,79,3,8,0,13,0,3,14,10,11
1739394790.951419,21:15:59.15,-408,-74,-3963,33,37,-11,234,-112,-70,6.75,980,-365,-2660,3.375,2.93,979.79,65.966,3,101,1,5,6,9,4,9,14,10,10
1739394791.0242116,21:15:59.23,-383,-49,-3984,30,38,-12,227,-117,-65,6.9,969,-359,-2662,3.375,2.94,979.81,65.998,2,101,9,3,6,6,11,11,15,10,10
1739394791.0970747,21:15:59.30,-412,-35,-3974,10,45,-2,227,-117,-55,6.9,983,-359,-2665,3.4375,2.94,979.8,65.998,3,104,5,2,0,3,0,17,15,10,10
1739394791.1699965,21:15:59.37,-438,-69,-3992,9,45,-7,228,-115,-66,6.8,985,-391,-2694,3.4375,2.95,979.82,66.011,3,123,4,3,0,9,1,7,14,10,11
1739394791.246092,21:15:59.45,-428,-63,-3987,18,43,-14,222,-117,-67,6.61,968,-363,-2701,3.4375,2.96,979.8,66.034,3,90,0,6,9,0,0,0,14,10,10
1739394791.3243966,21:15:59.53,-428,-72,-3985,20,38,-13,223,-115,-59,6.8,969,-367,-2667,3.4375,2.97,979.8,66.027,3,123,2,3,4,10,8,4,13,10,11
1739394791.3993976,21:15:59.60,-440,-61,-3975,17,42,-8,225,-115,-64,6.61,969,-366,-2690,3.4375,2.98,979.82,66.026,3,91,0,1,0,6,0,4,15,10,9
1739394791.4769683,21:15:59.68,-427,-71,-3998,26,42,-16,224,-114,-67,6.9,969,-360,-2656,3.4375,2.98,979.8,66.046,2,107,1,10,0,5,0,7,15,10,10
1739394791.7986126,21:16:00.00,-406,-44,-4008,26,38,-12,223,-115,-64,6.61,968,-363,-2665,3.5,2.98,979.81,66.046,2,94,11,9,1,11,3,17,14,10,10
1739394791.8745265,21:16:00.08,-402,-66,-3976,18,36,-12,232,-112,-62,6.9,965,-363,-2665,3.5,2.99,979.8,66.072,3,85,1,0,14,0,1,14,15,10,10
1739394791.9470155,21:16:00.15,-411,-65,-4011,17,33,-10,230,-120,-61,6.7,982,-359,-2673,3.5,2.99,979.82,66.072,2,103,0,2,0,0,12,7,14,11,11
1739394792.0193722,21:16:00.22,-414,-62,-3996,13,46,-12,228,-120,-66,6.75,968,-357,-2667,3.5,3.0,979.81,66.078,3,102,0,0,6,1,3,11,14,10,10
1739394792.0933192,21:16:00.30,-407,-73,-3980,19,43,-13,229,-112,-67,6.75,958,-362,-2685,3.5,3.01,979.82,66.078,3,107,4,4,0,11,0,7,16,10,9
1739394792.1769922,21:16:00.38,-428,-67,-4022,20,41,-8,225,-115,-64,6.75,968,-356,-2679,3.5,3.02,979.81,66.091,3,107,7,0,0,0,0,8,13,10,12
1739394792.2540317,21:16:00.46,-432,-91,-3990,21,42,-10,230,-118,-64,6.94,962,-367,-2680,3.5,3.03,979.85,66.101,3,107,0,12,0,9,8,6,15,10,10
1739394792.3350415,21:16:00.54,-410,-86,-3971,21,44,-19,229,-114,-67,6.75,989,-373,-2671,3.5,3.04,979.82,66.101,3,130,5,12,0,0,0,6,14,10,11
1739394792.4132426,21:16:00.62,-399,-73,-3948,27,35,-10,222,-114,-58,6.9,978,-368,-2678,3.5,3.05,979.83,66.108,3,106,14,10,8,3,4,8,14,10,11
1739394792.4898252,21:16:00.69,-413,-71,-3978,23,40,-12,225,-115,-66,6.7,981,-367,-2673,3.5,3.06,979.81,66.102,3,97,0,5,2,2,0,8,15,10,10
1739394792.798806,21:16:01.00,-387,-51,-4017,14,36,-17,224,-119,-60,6.61,957,-345,-2661,3.5,3.06,979.81,66.108,3,92,0,3,0,5,0,13,14,10,10
1739394792.8746445,21:16:01.08,-411,-79,-3962,10,45,-11,218,-118,-64,6.94,985,-358,-2670,3.5,3.06,979.8,66.121,3,109,4,1,4,0,8,8,15,10,10
1739394792.947901,21:16:01.15,-417,-80,-3984,21,36,-22,222,-114,-67,6.9,979,-363,-2663,3.5625,3.07,979.81,66.134,3,107,10,0,0,18,1,11,15,10,11
1739394793.0206103,21:16:01.22,-447,-69,-4026,20,39,-17,232,-106,-70,6.61,971,-352,-2672,3.5625,3.08,979.8,66.147,3,79,0,5,0,6,0,10,15,10,10
1739394793.0979702,21:16:01.30,-433,-80,-4020,18,40,-10,222,-114,-70,6.8,965,-353,-2678,3.5625,3.08,979.81,66.154,3,94,0,10,5,2,0,6,12,9,11
1739394793.174664,21:16:01.38,-412,-71,-3986,20,33,-19,223,-118,-64,6.75,970,-355,-2710,3.5625,3.09,979.78,66.153,3,104,9,7,2,0,2,9,14,9,10
1739394793.2597954,21:16:01.46,-453,-79,-3995,19,34,-10,227,-104,-67,6.9,976,-360,-2675,3.5625,3.1,979.8,66.162,3,101,4,0,7,13,1,11,14,9,10
1739394793.3427482,21:16:01.55,-425,-82,-3977,28,35,-13,222,-124,-62,6.94,985,-360,-2677,3.5625,3.11,979.79,66.175,2,80,0,13,0,9,7,12,14,10,10
1739394793.4162998,21:16:01.62,-378,-47,-3985,28,38,-10,225,-105,-69,6.8,975,-369,-2665,3.5625,3.12,979.78,66.181,3,98,0,6,10,5,4,6,14,11,10
1739394793.4892159,21:16:01.69,-391,-46,-3960,26,37,-11,225,-108,-69,6.7,958,-360,-2675,3.5625,3.12,979.8,66.188,3,96,13,0,2,0,0,13,14,10,10
1739394793.7990203,21:16:02.00,-417,-73,-3976,5,50,-12,224,-119,-67,6.8,976,-368,-2665,3.5625,3.12,979.78,66.194,3,107,0,14,0,9,0,17,14,10,10
1739394793.8724127,21:16:02.07,-432,-85,-4007,12,45,-14,219,-112,-65,6.9,974,-368,-2661,3.5625,3.12,979.71,66.201,3,115,5,1,3,0,0,14,15,10,10
1739394793.948887,21:16:02.15,-426,-84,-3967,25,38,-11,230,-118,-56,6.61,965,-360,-2678,3.5625,3.12,979.79,66.201,2,102,0,12,2,3,0,0,12,10,12
1739394794.0241482,21:16:02.23,-406,-76,-3963,24,39,-14,225,-115,-66,6.8,955,-356,-2680,3.5625,3.13,979.78,66.214,3,133,2,3,0,1,2,13,15,10,9
1739394794.1062362,21:16:02.31,-390,-56,-3955,37,32,-17,232,-114,-62,6.75,977,-349,-2662,3.625,3.13,979.71,66.221,3,74,12,10,1,0,3,22,15,10,11
1739394794.1790726,21:16:02.38,-389,-54,-3995,26,36,-13,229,-119,-65,6.8,968,-363,-2661,3.625,3.14,979.79,66.227,2,99,5,0,9,1,0,2,15,10,11
1739394794.2518911,21:16:02.45,-384,-48,-3988,16,40,-14,232,-109,-67,6.94,992,-358,-2669,3.625,3.15,979.78,66.227,2,93,4,0,1,6,5,12,14,10,10
1739394794.3248534,21:16:02.53,-424,-75,-3979,9,47,-11,229,-112,-60,6.8,972,-363,-2635,3.625,3.16,979.7,66.239,3,115,12,10,0,1,0,11,15,10,10
1739394794.397614,21:16:02.60,-402,-79,-3993,15,44,-11,227,-109,-67,6.9,976,-351,-2667,3.625,3.16,979.78,66.239,3,89,5,0,6,0,0,10,15,10,10
1739394794.470885,21:16:02.67,-406,-76,-4018,23,48,-13,225,-118,-73,6.8,987,-357,-2699,3.625,3.17,979.71,66.239,2,116,7,5,2,3,3,13,15,10,10
1739394794.79924,21:16:03.00,-396,-49,-3968,22,42,-6,230,-113,-59,6.9,979,-358,-2661,3.625,3.17,979.78,66.259,3,102,16,14,0,0,0,14,14,10,10
1739394794.872415,21:16:03.07,-398,-70,-3967,13,37,-14,223,-110,-66,6.9,980,-346,-2671,3.625,3.18,979.8,66.268,3,110,13,3,0,0,0,10,15,11,11
1739394794.9451005,21:16:03.15,-410,-45,-4004,17,44,-16,218,-115,-56,6.9,976,-360,-2658,3.625,3.18,979.79,66.262,3,124,17,2,6,1,0,8,14,10,10
1739394795.0179436,21:16:03.22,-412,-56,-3976,22,43,-18,227,-114,-70,6.9,977,-370,-2656,3.625,3.19,979.8,66.288,3,103,5,11,2,0,7,9,14,10,10
1739394795.0908,21:16:03.29,-389,-71,-3975,15,41,-16,224,-106,-65,6.7,973,-362,-2679,3.625,3.2,979.79,66.274,3,92,15,15,13,2,0,10,13,10,10
1739394795.175003,21:16:03.38,-405,-89,-3991,26,39,-8,227,-114,-67,6.99,960,-364,-2676,3.625,3.21,979.78,66.262,2,98,0,9,2,0,1,13,14,9,10
1739394795.2502983,21:16:03.45,-408,-49,-4015,28,33,-8,225,-113,-66,6.7,966,-364,-2675,3.625,3.22,979.79,66.269,3,114,7,5,8,3,0,11,15,10,9
1739394795.3253396,21:16:03.53,-404,-53,-3983,17,41,-17,219,-117,-65,6.94,967,-365,-2677,3.6875,3.23,979.71,66.275,3,86,8,1,0,8,4,5,14,10,10
1739394795.3996315,21:16:03.60,-407,-58,-3975,11,43,-12,228,-113,-69,6.99,988,-359,-2669,3.6875,3.24,979.81,66.281,3,127,4,6,0,0,2,9,14,10,10
1739394795.4738529,21:16:03.67,-428,-86,-3965,13,36,-12,224,-112,-67,6.8,980,-364,-2686,3.6875,3.25,979.82,66.281,3,77,5,5,0,12,0,5,15,9,10
1739394795.799461,21:16:04.00,-429,-75,-3996,30,33,-13,220,-110,-61,6.9,988,-356,-2677,3.6875,3.25,979.8,66.294,3,103,0,18,5,8,0,12,14,10,9
1739394795.8743434,21:16:04.08,-411,-66,-4007,24,37,-12,220,-115,-69,6.9,980,-367,-2680,3.6875,3.25,979.83,66.294,2,101,3,13,7,10,3,8,14,9,9
1739394795.9496975,21:16:04.15,-392,-46,-3986,13,41,-14,235,-118,-64,6.94,974,-368,-2673,3.6875,3.25,979.82,66.294,3,119,2,2,9,0,12,7,15,10,9
1739394796.0241005,21:16:04.23,-437,-41,-4006,14,43,-10,218,-115,-64,6.75,970,-360,-2655,3.75,3.26,979.81,66.294,3,118,2,4,0,9,3,12,15,10,10
1739394796.0973663,21:16:04.30,-413,-74,-3974,16,36,-14,225,-120,-59,6.56,960,-345,-2672,3.75,3.27,979.8,66.303,3,94,14,0,6,0,6,9,14,9,10
1739394796.177487,21:16:04.38,-439,-54,-3958,9,47,-11,220,-110,-61,7.23,972,-360,-2684,3.75,3.27,979.82,66.31,3,114,9,0,13,1,0,5,14,10,10
1739394796.256933,21:16:04.46,-465,-86,-4012,11,40,-14,222,-106,-70,6.7,970,-360,-2673,3.75,3.28,979.81,66.303,2,101,0,0,0,0,6,8,14,10,11
1739394796.3365896,21:16:04.54,-445,-105,-3999,15,33,-17,222,-109,-58,6.8,965,-370,-2668,3.75,3.29,979.82,66.329,3,100,1,6,0,1,0,10,13,10,11
1739394796.4103749,21:16:04.61,-423,-80,-3976,31,31,-12,222,-114,-65,6.94,969,-368,-2674,3.75,3.3,979.8,66.309,3,77,7,8,1,3,1,13,14,10,11
1739394796.4914665,21:16:04.69,-443,-82,-3973,22,40,-15,223,-120,-64,7.09,971,-359,-2680,3.8125,3.31,979.81,66.329,3,99,11,4,2,9,11,12,14,10,11
1739394796.8027234,21:16:05.00,-404,-35,-4019,22,43,-17,222,-112,-70,6.9,977,-359,-2692,3.75,3.31,979.81,66.316,4,113,0,7,0,0,0,13,15,10,9
1739394796.8810868,21:16:05.08,-381,-51,-4032,9,41,-7,228,-110,-61,7.09,975,-365,-2679,3.75,3.32,979.81,66.316,3,91,0,3,0,10,3,11,14,9,10
1739394796.9603019,21:16:05.16,-405,-51,-3956,22,43,-3,227,-114,-62,6.42,978,-368,-2696,3.75,3.33,979.82,66.322,2,89,0,10,0,3,0,7,14,10,10
1739394797.0384967,21:16:05.24,-428,-65,-4004,24,43,-15,228,-110,-69,6.9,977,-365,-2673,3.75,3.34,979.8,66.328,3,73,18,2,0,7,0,3,14,9,9
1739394797.116416,21:16:05.32,-421,-49,-3980,14,43,-11,229,-109,-62,6.94,977,-378,-2678,3.75,3.35,979.81,66.334,3,87,10,7,7,8,0,7,15,10,10
1739394797.1901207,21:16:05.39,-416,-86,-3992,15,36,-13,217,-114,-65,6.9,962,-359,-2660,3.8125,3.36,979.8,66.347,3,91,10,2,1,6,2,6,15,10,10
1739394797.2638366,21:16:05.46,-421,-77,-4011,27,31,-6,223,-115,-64,6.9,937,-363,-2677,3.8125,3.37,979.81,66.315,3,85,0,6,5,0,6,10,14,10,10
1739394797.337457,21:16:05.54,-403,-59,-3997,30,39,-19,227,-112,-60,6.8,961,-343,-2681,3.8125,3.38,979.79,66.332,3,103,4,12,3,0,5,10,15,10,11
1739394797.410987,21:16:05.61,-397,-53,-3982,13,35,-19,220,-113,-64,6.9,972,-365,-2671,3.8125,3.39,979.81,66.325,2,126,0,5,0,16,6,10,14,10,10
1739394797.4844015,21:16:05.69,-401,-63,-3973,13,44,-17,225,-113,-66,6.75,974,-351,-2677,3.8125,3.39,979.79,66.312,2,123,10,6,10,6,4,9,15,10,10
1739394797.8029404,21:16:06.00,-414,-78,-4019,10,41,-10,225,-113,-64,6.99,967,-349,-2678,3.75,3.39,979.79,66.318,3,85,10,11,0,11,0,8,14,10,11
1739394797.8766613,21:16:06.08,-434,-71,-4014,22,33,-14,229,-112,-60,6.75,976,-363,-2674,3.8125,3.39,979.78,66.318,3,94,7,0,0,0,8,6,14,10,10
1739394797.9505637,21:16:06.15,-399,-67,-3968,17,39,-20,228,-123,-64,6.75,982,-353,-2680,3.8125,3.4,979.8,66.331,2,85,6,0,0,0,7,8,14,9,9
1739394798.0245783,21:16:06.23,-412,-67,-4031,26,37,-18,227,-114,-67,6.9,970,-359,-2680,3.8125,3.4,979.8,66.324,3,105,0,15,6,0,4,6,15,10,10
1739394798.0983531,21:16:06.30,-411,-52,-3992,24,38,-22,228,-118,-66,6.9,964,-360,-2662,3.8125,3.41,979.79,66.318,3,90,5,6,13,8,1,8,14,10,10
1739394798.1719549,21:16:06.37,-403,-39,-4010,12,43,-13,224,-112,-72,6.9,960,-344,-2675,3.8125,3.41,979.78,66.331,3,84,5,12,0,0,0,12,15,10,11
1739394798.2456765,21:16:06.45,-405,-50,-3995,11,41,-8,219,-112,-70,7.14,969,-358,-2679,3.8125,3.42,979.79,66.318,3,112,3,0,2,0,5,9,15,10,10
1739394798.3193865,21:16:06.52,-412,-76,-3967,18,42,-10,220,-105,-66,6.99,975,-363,-2677,3.8125,3.43,979.78,66.337,3,103,2,0,2,2,8,6,14,10,10
1739394798.3932688,21:16:06.60,-425,-79,-3963,23,40,-17,240,-120,-71,6.94,968,-360,-2676,3.8125,3.43,979.71,66.33,2,99,14,0,1,0,3,12,15,11,11
1739394798.4670725,21:16:06.67,-414,-70,-3984,18,32,-12,223,-110,-76,6.9,976,-358,-2678,3.8125,3.44,979.79,66.33,2,89,5,6,0,0,0,5,15,10,10
