,0
0,0.9828143737038573
1,0.9847336417268434
2,0.984586994900616
3,0.9406286062603552
4,0.00477582180620325
5,0.0035739690088845586
6,-0.00019136040250908835
7,8.430803655097986e-06
8,-0.00010148970307341645
