,0
0,49.74281457996321
1,11.800771480981641
2,25.608305365252654
3,-3940.8392527961873
4,-3688.3347229757806
5,-3694.2904817575027
6,1.5686538537080015
7,0.5300612865291563
8,1.5420903892436497
