,0
0,0.9881813042451905
1,0.988585601689862
2,0.9866928072872337
3,-0.11957782268351799
4,0.6507814815557585
5,0.009783028256594002
6,0.00305219851934433
7,-0.000277185808921926
8,-0.00026111845024984036
