,0
0,0.9908532525229089
1,0.9907685121502176
2,0.998947310605598
3,-0.01760768574491257
4,-0.018268449340092606
5,0.1466909638356588
6,0.000489954052161997
7,0.0005149541147025207
8,0.00043873105147139966
