,0
0,1.0146138919440086
1,1.0143707056958458
2,1.0140871070179323
3,-0.8256334949860181
4,-0.8244052078561437
5,-0.8205945949512844
6,0.020861884807729436
7,0.020767543883996646
8,0.020943725777047176
