,0
0,0.9889986475485065
1,0.9889807133436176
2,0.9889725259418244
3,0.5562540370430652
4,0.5557635833438757
5,0.5551735260920447
6,-0.010211646924104126
7,-0.01002708062121812
8,-0.010077666028552094
