,0
0,83.72323912128569
1,69.0668605146867
2,124.7067698735257
3,-12729.892457654658
4,4487.904433128828
5,-23146.472661834207
6,-0.2953094794491914
7,-0.46279323232681485
8,1.0400260383237623
