CalibratedX,CalibratedY,CalibratedZ
152.13489020098555,-19.98198361051225,18.333958071066174
152.1312273390464,-19.982679189057524,18.337873303699922
152.13584573018915,-19.981701433680538,18.33384330766185
152.1352087107241,-19.982468700520823,18.33457840855708
152.13489020098555,-19.9827558091123,18.33445604263138
152.1364827496662,-19.982478564036832,18.33410414988615
152.13504945586078,-19.9829018292844,18.33571968090652
152.13536796558736,-19.98319386965011,18.334504845872804
152.13600498506437,-19.981654404206243,18.33359252591599
152.13568647532588,-19.981748463151312,18.333024914642966
152.13536796558736,-19.981263373142728,18.333152999551956
152.13536796558736,-19.98087727383545,18.333973188566787
152.13489020098555,-19.981404461558586,18.333477674962683
152.1364827496662,-19.981706365436764,18.333926930835368
152.14157890541074,-19.98734425942702,18.323344679977158
152.13504945586078,-19.981164382423408,18.33556150225265
152.13584573018915,-19.981508384019666,18.334467237155476
152.13568647532588,-19.98155541349044,18.33343500915371
152.13441243638377,-19.982124698928104,18.335138086247973
152.13504945586078,-19.982322680330736,18.335773872220102
152.13600498506437,-19.98184745385263,18.334037771263212
152.1352087107241,-19.982468700520823,18.333936903688663
152.1355272204626,-19.98102329400755,18.33406073463661
152.1352087107241,-19.981310402613495,18.334366038589657
152.13568647532588,-19.980783214890373,18.333685459988494
152.1352087107241,-19.973974515862245,18.332735915915354
152.1352087107241,-19.98073125365983,18.334099477469017
152.1355272204626,-19.98063719471476,18.334239418776317
152.13568647532588,-19.979817966629447,18.334239087802505
152.13441243638377,-19.97942200380617,18.33232601114619
152.13632349479096,-19.981753394911063,18.33268086786152
152.13536796558736,-19.97952592628172,18.331925646144114
152.1355272204626,-19.980058045761094,18.333010600272843
152.13568647532588,-19.980590165243985,18.333774802058343
152.13584573018915,-19.980350086112335,18.333078774982734
152.13664200452948,-19.98204543527326,18.333925134839433
152.13504945586078,-19.9794269355624,18.333692643976395
152.1355272204626,-19.982953790529415,18.334984911065213
152.13568647532588,-19.980783214890373,18.33389929497137
152.136960514268,-19.98195137632818,18.334065076146704
152.1361642399277,-19.981028225781785,18.333182100431358
152.13584573018915,-19.983052781234257,18.335142427764772
152.1355272204626,-19.980830244361147,18.333508571838045
152.13568647532588,-19.98039711558311,18.334184896569123
152.13600498506437,-19.982233553159904,18.333752169585292
152.1347309461223,-19.98010014346115,18.332857006487096
152.13568647532588,-19.980783214890373,18.332937037668735
152.13441243638377,-19.97961505345256,18.332557421510554
152.13536796558736,-19.98049117452819,18.33404495526185
152.13584573018915,-19.98054313577321,18.3333101853404
152.13536796558736,-19.979718975928122,18.3319432215256
152.13568647532588,-19.982713711397768,18.335037306309363
152.13568647532588,-19.98155541349044,18.33493185387345
152.1248571443478,-19.98398121898429,18.343468231531688
152.1355272204626,-19.982374641575753,18.334718349864378
152.13823455319815,-19.986208332184237,18.330556117142127
152.14062337620715,-19.988205585212402,18.326933528924442
152.13632349479096,-19.98291169281839,18.333107072731657
152.13632349479096,-19.98368389141846,18.33456730159946
152.13504945586078,-19.98039218382334,18.333245933613718
152.13584573018915,-19.981122284726876,18.332828324141257
152.134571691259,-19.976672279209932,18.332684513463168
152.134571691259,-19.97783057711726,18.331506956162194
152.134571691259,-19.9786027757318,18.332325680154888
152.13489020098555,-19.978701766436654,18.332376279403125
152.13489020098555,-19.980439213297647,18.332213705622742
152.1355272204626,-19.977934499592827,18.330037416406135
152.1352087107241,-19.977642459230623,18.33146608643348
152.13489020098555,-19.98063226294405,18.3319105286502
152.13600498506437,-19.979723907684374,18.33309601945314
152.13600498506437,-19.978179510484242,18.332206993854307
152.13680125939274,-19.980454008587888,18.333319914849106
152.13600498506437,-19.982619652452698,18.33464266027975
152.13568647532588,-19.979624916983045,18.33251083279863
152.13568647532588,-19.98155541349044,18.33343500915371
152.134571691259,-19.979374974331865,18.334534331342482
152.1361642399277,-19.98083517612091,18.33337836003945
152.1361642399277,-19.979869927874454,18.334787327698063
152.13600498506437,-19.980882205591705,18.333842976757467
152.13489020098555,-19.979087865743914,18.33294601765667
152.1355272204626,-19.981795492622087,18.335200211063523
152.13393467178196,-19.979176992914752,18.33411238035999
152.13393467178196,-19.98110748943663,18.335784979108347
152.134571691259,-19.981498520500136,18.335369165701227
152.13345690718018,-19.978931982037814,18.33482957489325
152.13536796558736,-19.98203557174278,18.335361650739557
152.134571691259,-19.979374974331865,18.331754476885884
152.13536796558736,-19.97933287662085,18.33511559503129
152.13345690718018,-19.980476379237945,18.334970178092103
152.13950859214026,-19.982550252331844,18.329854843313516
152.13489020098555,-19.980246163651255,18.333372222526773
152.1342531815205,-19.98024123187701,18.33628228878858
152.13568647532588,-19.98136236384404,18.336197288228824
152.1355272204626,-19.98102329400755,18.33438148707083
152.1355272204626,-19.983146840175806,18.335216321429584
152.134571691259,-19.981112421192858,18.336189354716062
152.13504945586078,-19.98251572999161,18.33632603501196
152.1355272204626,-19.982181591914877,18.33630453666067
152.13568647532588,-19.982134562444102,18.33477074510853
152.1355272204626,-19.983725989129468,18.336338222401523
152.1347309461223,-19.97990709381475,18.33326710099118
152.13759753373307,-19.980218861226952,18.332707510860118
152.13950859214026,-19.980426706163588,18.32698857689814
152.14173816028597,-19.982470988677004,18.32543436748259
152.14173816028597,-19.984594534845275,18.32423776978469
152.14062337620715,-19.98280019498302,18.323340810690617
152.14173816028597,-19.982857087984282,18.32311733382822
152.14094188594567,-19.983285284991602,18.324068065632922
152.14046412134385,-19.982847224453803,18.322629335123068
152.14046412134385,-19.985163820268458,18.32316099242909
152.13982710187878,-19.98554498780149,18.32354019005365
152.14046412134385,-19.98497077062207,18.32186040731074
152.14173816028597,-19.989034676813716,18.323679746770676
152.14205667001252,-19.9883614689185,18.325905311458992
152.14141965054745,-19.989128735758793,18.323112135577897
152.14285294435285,-19.989284619464886,18.32464993758611
152.14221592488775,-19.9883144394442,18.323623097656466
152.14253443461433,-19.990536976317294,18.32418777882918
152.14221592488775,-19.990051886305192,18.32506428604719
152.14269368948956,-19.98894554964287,18.325720908409515
152.14269368948956,-19.989138599289273,18.32306554686594
152.14301219921612,-19.990009788608653,18.324148705009566
152.14157890541074,-19.986572060826965,18.32273979096064
152.13855306293667,-19.9901683159148,18.32432934093672
152.14110114080893,-19.98729229819649,18.322154935286683
152.14173816028597,-19.98845552786005,18.321702505947446
152.14141965054745,-19.98603994134408,18.32197558925536
152.14205667001252,-19.98758927031845,18.323803577802902
152.14301219921612,-19.988079292086784,18.32322452866115
152.14285294435285,-19.986195825050178,18.320947371789853
152.14141965054745,-19.976194409131775,18.323003758155487
152.14890462931294,-19.98923494639053,18.316882171375
152.14269368948956,-19.988366400689205,18.32246065784943
152.14205667001252,-19.98932671717944,18.324068673908116
152.14285294435285,-19.99063596703309,18.32530755281388
152.14333070895466,-19.98895048140264,18.32291775960569
152.14269368948956,-19.987594202074668,18.32388720089623
152.14333070895466,-19.990108779309967,18.323130129492917
152.14269368948956,-19.988173351028333,18.323405339697086
152.14348996381793,-19.989675650531925,18.323164949355608
152.13568647532588,-19.99159399536361,18.33114140597171
152.14301219921612,-19.986534894886667,18.318058803886007
152.14285294435285,-19.988512420864833,18.32308279126692
152.14173816028597,-19.986718080999058,18.32143740984226
152.14237517975104,-19.987302161726955,18.32200142912342
152.14189741514926,-19.987057150835554,18.32164944882917
152.14253443461433,-19.988606479809913,18.322301345091237
152.14205667001252,-19.98643097241112,18.3225220330815
152.14253443461433,-19.988992579117173,18.32244341337905
152.14237517975104,-19.988846558927076,18.322890454722234
152.14269368948956,-19.985470655920885,18.321769356793915
152.14317145409134,-19.98803226261249,18.321369984663985
152.14285294435285,-19.98793327191117,18.322281642729205
152.14285294435285,-19.988898520172096,18.321514179932315
152.14221592488775,-19.98715614153687,18.322662305369253
152.14269368948956,-19.988173351028333,18.32137390764047
152.14317145409134,-19.98938361018069,18.32331060962862
152.14141965054745,-19.984688593790352,18.32163872645511
152.14141965054745,-19.982758097268487,18.319538457740983
152.14237517975104,-19.985564714865962,18.320987910618257
152.14237517975104,-19.985950814158755,18.321236896364113
152.14221592488775,-19.98677004224408,18.321344144789258
152.14237517975104,-19.986143863819628,18.318260782379618
152.14253443461433,-19.986482933641643,18.32093192339561
152.14110114080893,-19.987678397503753,18.321441663723174
152.14173816028597,-19.987683329259998,18.32259446165066
152.14285294435285,-19.98774022226477,18.323653994535924
152.14157890541074,-19.98946780559529,18.323751844450342
152.1340939266572,-19.97642726833301,18.341955106188724
152.13297914257836,-19.981968815222015,18.34054992026096
152.1328198877151,-19.983560241892903,18.339658295538218
152.1328198877151,-19.982015844692782,18.34154912439597
152.1328198877151,-19.983560241892903,18.340941305275074
152.1337754169187,-19.982505866461125,18.341076992705563
152.13393467178196,-19.983231035590418,18.34164493496989
152.1332976523169,-19.984963550691628,18.340436480702518
152.1332976523169,-19.984384401737962,18.341880599204302
152.1347309461223,-19.983381987536735,18.34117459926869
152.13393467178196,-19.984582383158617,18.34101954046081
152.13759753373307,-19.989871343792856,18.334976208371977
152.12660894789173,-19.98674573886724,18.347637297675153
152.1342531815205,-19.984488324213533,18.337203535106106
152.1336161620554,-19.98506254139296,18.34123550233991
152.1332976523169,-19.983033054184247,18.34068839655272
152.1332976523169,-19.98264695487697,18.340867080699134
152.13441243638377,-19.983862145789097,18.341283643700567
152.13441243638377,-19.984248245081886,18.3384320226358
152.13393467178196,-19.98342408525129,18.34112792292758
152.1340939266572,-19.984535353684322,18.34034108874916
152.1337754169187,-19.983664164368452,18.34075477525591
152.13345690718018,-19.984530421913597,18.339936713228294
152.1340939266572,-19.985114502637987,18.34082148485268
152.1328198877151,-19.982015844692782,18.340266114659116
152.1328198877151,-19.981629745385508,18.33948254150289
152.13297914257836,-19.983513212422135,18.340155936122937
152.13345690718018,-19.98337212400627,18.340258930677944
152.13250137797658,-19.983847350498856,18.340605104439934
152.1337754169187,-19.983857214014854,18.339275505997854
152.1337754169187,-19.98211976715386,18.340828006966404
152.13297914257836,-19.982741013822068,18.34307932388278
152.14157890541074,-19.98830950768796,18.32984760571587
152.1328198877151,-19.983753291553775,18.34085196319852
152.1342531815205,-19.983136976645334,18.339539609237583
152.13393467178196,-19.983617134897678,18.341787003257707
152.1336161620554,-19.984290342792892,18.34127211819181
152.134571691259,-19.983429017007516,18.340997711118217
152.13393467178196,-19.983231035590418,18.341003430101445
152.13234212311332,-19.984666578569684,18.341246940208638
152.13297914257836,-19.9838993117294,18.339014994673896
152.13297914257836,-19.982741013822068,18.338054202466882
152.1318643585115,-19.98191192221721,18.34162873696383
152.13170510364822,-19.98253810064166,18.341183822597092
152.13170510364822,-19.983889448195388,18.342269107717126
152.1305903195694,-19.98112986008668,18.341711941527652
152.13106808417118,-19.983691466792767,18.341633321825245
152.1318643585115,-19.98152582290995,18.34212817354446
152.13202361337477,-19.98225099205372,18.341199271082353
152.1309088293079,-19.982773248002594,18.342116979020304
152.13106808417118,-19.9831123178391,18.34168751305863
152.13138659390972,-19.983597407847668,18.34081100582983
152.13170510364822,-19.982924199948933,18.341753560770467
152.1312273390464,-19.983837486964852,18.34118628047797
152.13218286825,-19.982397012225807,18.3410729821693
152.1318643585115,-19.98442156767827,18.342071052199994
152.13297914257836,-19.9838993117294,18.341046426810706
152.13170510364822,-19.984468597149053,18.34242875146662
152.13218286825,-19.984520558394074,18.342228568962245
152.13170510364822,-19.98427554750265,18.34241117600494
152.13202361337477,-19.984567587868376,18.34076867108574
152.13138659390972,-19.98282520923313,18.340313034351524
152.1309088293079,-19.98200104940254,18.342688182209105
152.13138659390972,-19.983018258894006,18.341934371897388
152.13823455319815,-19.98389173636958,18.333125066726925
152.1309088293079,-19.97543736125135,18.343373628173744
152.13074957444462,-19.978573185151323,18.34401253390488
152.13138659390972,-19.9814738616794,18.34232835604211
152.1312273390464,-19.982679189057524,18.34097391059074
152.1309088293079,-19.981614950095267,18.34243919646995
152.13170510364822,-19.982152001334395,18.34125558929216
152.131545848773,-19.98239208046958,18.341417028961487
152.131545848773,-19.980654633608573,18.34243494259316
152.1304310647061,-19.980404690957396,18.341357834246256
152.1309088293079,-19.9810358011416,18.340996543063824
152.13106808417118,-19.978479126209773,18.341586455749262
152.13218286825,-19.9843275087332,18.34531160039808
152.1318643585115,-19.983842418724606,18.34255291339914
152.13218286825,-19.983748359779536,18.342585937255066
152.13170510364822,-19.984661646809926,18.342339409390064
152.13218286825,-19.9843275087332,18.34210407605595
152.1318643585115,-19.98442156767827,18.342605639617066
152.13234212311332,-19.98389437996963,18.342459648346047
152.13297914257836,-19.98293406346847,18.342348476944473
152.1331383974536,-19.9803773885331,18.34293838969932
152.13170510364822,-19.979642355873334,18.341775531358664
152.13218286825,-19.978536019196543,18.341256061442223
152.13297914257836,-19.978107822192754,18.340519164631193
152.1318643585115,-19.97882312780249,18.340706025624176
152.13218286825,-19.977377721289216,18.341471361440565
152.1312273390464,-19.97881819602826,18.341691577280766
152.131545848773,-19.979496335701246,18.342008737723056
152.13218286825,-19.97872906885742,18.34127363681701
152.13138659390972,-19.97896421621834,18.341672205823098
152.13250137797658,-19.979214158869524,18.343070066604252
152.13170510364822,-19.98118675308794,18.344589071556072
152.1328198877151,-19.98047144747818,18.341408521123622
152.13218286825,-19.981431763964878,18.343230372154398
152.1326606328518,-19.98167677485629,18.342727012677454
152.1328198877151,-19.981050596431842,18.343599596929728
152.13297914257836,-19.98061746765381,18.34320674690685
152.13234212311332,-19.98157778415497,18.34374558819399
152.13234212311332,-19.982156933108637,18.3431568095435
152.13250137797658,-19.98114465537692,18.343887325508025
152.13297914257836,-19.98061746765381,18.3416029847358
152.1326606328518,-19.98071152659536,18.341676878320392
152.1326606328518,-19.98051847694896,18.342086972824468
152.13234212311332,-19.9678712589134,18.342818486778917
152.13250137797658,-19.980565506423257,18.34201700213614
152.1352087107241,-19.98382004807454,18.336946703413982
152.1328198877151,-19.979699248878113,18.340910549638647
152.13218286825,-19.97969431710387,18.34146843132948
152.1328198877151,-19.978927050263575,18.34041257808014
152.13170510364822,-19.980028455180598,18.340313837475392
152.13250137797658,-19.978828059562264,18.34292799831647
152.1318643585115,-19.979981425709816,18.343484414985124
152.13170510364822,-19.98118675308794,18.342985309384993
152.13218286825,-19.98008041641115,18.343107344337
152.13234212311332,-19.980998635201306,18.343585944444524
152.13218286825,-19.980659565364814,18.34412232785759
152.1318643585115,-19.980946673956286,18.34303770462914
152.13202361337477,-19.97993439623905,18.343340550701402
152.1332976523169,-19.98110255766238,18.343185579449152
152.13218286825,-19.97930821781108,18.34186095045207
152.13218286825,-19.977570770950088,18.341595854346856
152.13202361337477,-19.980706594839116,18.34180709012976
152.1318643585115,-19.979595326402556,18.343342346697337
152.131545848773,-19.980847683254975,18.342773270408873
152.13950859214026,-19.986411245361104,18.331917031080085
152.1318643585115,-19.980560574663482,18.34225413146622
152.131545848773,-19.980847683254975,18.34245251797465
152.1318643585115,-19.98017447535622,18.343181237932413
152.13250137797658,-19.979600258162318,18.342784464933036
152.1328198877151,-19.979506199217237,18.342175983920523
152.1331383974536,-19.980956537486765,18.34341878580281
152.1326606328518,-19.9814837252099,18.343244024632842
152.1331383974536,-19.98134263679404,18.34356085409062
152.13234212311332,-19.980805585540434,18.341536937013093
152.1318643585115,-19.979402276756154,18.343217853784314
152.131545848773,-19.98026853430131,18.343041296625138
152.1326606328518,-19.97916712939523,18.343781542080833
152.13234212311332,-19.981384734494096,18.34319342540213
152.1336161620554,-19.97965715116358,18.343202492939053
152.1328198877151,-19.980664497124582,18.343457528641917
152.13234212311332,-19.980612535894032,18.341947031517172
152.1318643585115,-19.980946673956286,18.342075447326504
152.1318643585115,-19.980753624309884,18.342164789396364
152.131545848773,-19.980847683254975,18.343094022843093
152.1318643585115,-19.980753624309884,18.342164789396364
152.13234212311332,-19.980226436586754,18.34223263311493
152.1326606328518,-19.980132377641684,18.34194490453666
152.13202361337477,-19.98128574379278,18.342180568781934
152.1312273390464,-19.980362593242866,18.343863612609734
152.131545848773,-19.980654633608573,18.342755695027385
152.13250137797658,-19.98230295328425,18.342923603189927
152.13234212311332,-19.98196388344776,18.343780738956966
152.1332976523169,-19.981488656969642,18.34311381283428
152.13234212311332,-19.982156933108637,18.343370644446185
152.1328198877151,-19.98182279503191,18.340890044152772
152.13202361337477,-19.979741346578177,18.34150537817268
152.1355272204626,-19.983725989129468,18.338048902023914
152.13297914257836,-19.979652219407345,18.342691199960196
152.13234212311332,-19.980612535894032,18.344192298556667
152.13202361337477,-19.98012744588545,18.34186128144334
152.13218286825,-19.980273466057536,18.341628075078944
152.13250137797658,-19.979214158869524,18.3423216442043
152.13202361337477,-19.97993439623905,18.339705356473708
152.131545848773,-19.980654633608573,18.340724262890575
152.1318643585115,-19.97920922709528,18.342879525975306
152.13234212311332,-19.9792611883403,18.343107013356466
152.13138659390972,-19.979929464464796,18.34379151494084
152.12342385054242,-19.979385193295265,18.347727408862784
152.13218286825,-19.980466515718412,18.342073320339296
152.13218286825,-19.97776382059649,18.34182726471122
152.12597192842665,-19.980563218263544,18.347205096457756
152.13297914257836,-19.980810517314687,18.34375890969874
152.13345690718018,-19.98086247854521,18.342703387349722
