mag_x,mag_y,mag_z
0,0,50
0,0,50
0,0,50
0,0,50
0,0,50
0,0,50
0,0,50
0,0,50
0,0,50
0,0,50
0,0,50
0,0,50
0,0,50
-0,0,50
-0,0,50
-0,0,50
-0,0,50
-0,0,50
-0,0,50
-0,0,50
-0,0,50
-0,0,50
-0,0,50
-0,0,50
-0,0,50
-0,-0,50
-0,-0,50
-0,-0,50
-0,-0,50
-0,-0,50
-0,-0,50
-0,-0,50
-0,-0,50
-0,-0,50
-0,-0,50
-0,-0,50
-0,-0,50
0,-0,50
0,-0,50
0,-0,50
0,-0,50
0,-0,50
0,-0,50
0,-0,50
0,-0,50
0,-0,50
0,-0,50
0,-0,50
0,-0,50
0,-0,50
2.6167978121472,0,49.9314767377287
2.59531393828211,0.334628676919608,49.9314767377287
2.53121508130175,0.663762760215506,49.9314767377287
2.42555374266564,0.981997877339377,49.9314767377287
2.28006487863301,1.28410861646613,49.9314767377287
2.09713741232903,1.56513432761161,49.9314767377287
1.87977500769309,1.82046057636818,49.9314767377287
1.63154674940002,2.04589491279014,49.9314767377287
1.35652853858835,2.2377357113059,49.9314767377287
1.05923616667631,2.39283295130756,49.9314767377287
0.744551166191607,2.50863994040218,49.9314767377287
0.41764065614227,2.5832551310305,49.9314767377287
0.0838724980653738,2.61545334382524,49.9314767377287
-0.251272844110975,2.60470588502248,49.9314767377287
-0.582292293133834,2.55118922759863,49.9314767377287
-0.903750518801774,2.45578211358904,49.9314767377287
-1.21036918593652,2.32005112516809,49.9314767377287
-1.49711362450065,2.14622496141315,49.9314767377287
-1.75927549874043,1.93715784312739,49.9314767377287
-1.99255011792867,1.69628264661311,49.9314767377287
-2.19310711926756,1.4275545359377,49.9314767377287
-2.35765336233979,1.13538601924907,49.9314767377287
-2.48348700238324,0.824574495513814,49.9314767377287
-2.56854185450727,0.50022348135881,49.9314767377287
-2.61142132039145,0.16765881146932,49.9314767377287
-2.61142132039145,-0.167658811469319,49.9314767377287
-2.56854185450727,-0.500223481358809,49.9314767377287
-2.48348700238324,-0.824574495513812,49.9314767377287
-2.35765336233979,-1.13538601924907,49.9314767377287
-2.19310711926756,-1.4275545359377,49.9314767377287
-1.99255011792868,-1.69628264661311,49.9314767377287
-1.75927549874043,-1.93715784312739,49.9314767377287
-1.49711362450065,-2.14622496141315,49.9314767377287
-1.21036918593652,-2.32005112516809,49.9314767377287
-0.903750518801774,-2.45578211358904,49.9314767377287
-0.582292293133835,-2.55118922759863,49.9314767377287
-0.251272844110975,-2.60470588502248,49.9314767377287
0.0838724980653726,-2.61545334382524,49.9314767377287
0.417640656142267,-2.5832551310305,49.9314767377287
0.744551166191606,-2.50863994040218,49.9314767377287
1.05923616667631,-2.39283295130756,49.9314767377287
1.35652853858835,-2.2377357113059,49.9314767377287
1.63154674940002,-2.04589491279014,49.9314767377287
1.87977500769309,-1.82046057636818,49.9314767377287
2.09713741232903,-1.56513432761161,49.9314767377287
2.28006487863301,-1.28410861646613,49.9314767377287
2.42555374266564,-0.981997877339378,49.9314767377287
2.53121508130175,-0.663762760215506,49.9314767377287
2.59531393828211,-0.33462867691961,49.9314767377287
2.6167978121472,-6.40930612932372e-16,49.9314767377287
5.22642316338268,0,49.7260947684137
5.18351430145744,0.668340159895534,49.7260947684137
5.05549227800826,1.32570619284285,49.7260947684137
4.84445921112081,1.9613041667548,49.7260947684137
4.55388025791906,2.56469758047183,49.7260947684137
4.1885267167811,3.12597873082239,49.7260947684137
3.75439768275166,3.6359313968352,49.7260947684137
3.25862154256736,4.08618216983273,49.7260947684137
2.70933892674357,4.46933794457021,49.7260947684137
2.11556904064636,4.77910731381936,49.7260947684137
