,0
0,1.0012917018377436
1,1.0042965706348583
2,1.002092561349595
3,0.019527096040480942
4,0.02649655278116967
5,-0.04110990186514844
6,-0.000637398964875396
7,-0.0022512809266471982
8,-0.0007891482051851544
