,0
0,1.9997261622076237
1,1.999692653380038
2,1.9996617413928643
3,-0.012464183140344741
4,-0.006286418086689579
5,5.600739863117921e-06
6,4.54810972230231e-06
7,1.4830039520794946e-12
8,-1.3774663114368815e-09
