,0
0,0.9998630811038118
1,0.999846326690019
2,0.9998308706964322
3,0.9937679084298259
4,0.9968567909566528
5,1.0000028003699315
6,4.548109722299799e-06
7,1.4830027423676413e-12
8,-1.377466311725479e-09
