,0
0,0.4999315405519059
1,0.4999231633450095
2,0.4999154353482161
3,-0.0031160457850878515
4,-0.0015716045216734793
5,1.4001849639692176e-06
6,4.548109722297666e-06
7,1.4830013044023332e-12
8,-1.3774663103795215e-09
