1745446830.43459,'1745446830.435238,-348,-166,-4025,66,56,638,182,-112,-9,33.11,1027,-252,-1984,error,30.77,988.59,26.539,4,23,4,90,0,5,0,20,24,73,120,2604
1745446830.5185483,'1745446830.518956,-360,-151,-4056,71,61,655,185,-112,-12,33.3,1034,-233,-1986,error,30.78,988.58,26.53,4,23,1,90,10,8,0,25,23,72,119,2604
1745446830.60149,'1745446830.6018844,-358,-165,-4037,65,48,634,182,-106,-12,33.35,1038,-217,-1957,error,30.79,988.57,26.541,3,23,2,100,1,0,0,26,23,73,114,2604
1745446830.6843348,'1745446830.684696,-377,-187,-3988,72,57,673,185,-101,-14,33.44,1035,-182,-1920,error,30.8,988.58,26.534,4,23,1,107,7,6,4,28,24,78,111,2603
1745446830.767033,'1745446830.7673843,-331,-170,-4084,58,55,614,178,-98,-10,33.35,1041,-153,-1906,error,30.81,988.6,26.544,4,25,0,122,3,5,0,25,26,88,123,2603
1745446830.8497493,'1745446830.8501015,-371,-161,-3954,59,46,628,185,-99,-14,33.49,1036,-109,-1890,error,30.82,988.58,26.534,3,23,2,132,1,6,7,31,29,97,137,2603
1745446830.9324722,'1745446830.932823,-343,-175,-4093,74,62,642,175,-99,-7,33.3,1025,-69,-1873,error,30.83,988.58,26.535,3,24,2,125,9,0,0,27,31,109,152,2604
1745446831.0151916,'1745446831.0155466,-356,-159,-4018,59,53,609,185,-101,-21,33.35,1018,-38,-1839,error,30.84,988.6,26.535,4,22,0,127,6,1,0,26,32,119,150,2604
1745446831.097965,'1745446831.0983129,-352,-155,-4035,65,51,621,177,-78,-12,33.44,1016,-17,-1799,error,30.84,988.58,26.535,4,24,2,122,4,0,0,25,32,124,155,2603
1745446831.1806686,'1745446831.1810224,-340,-157,-4082,69,52,649,177,-86,-19,33.11,1022,-3,-1777,error,30.85,988.6,26.528,4,24,6,106,3,0,7,31,31,121,161,2604
1745446831.4347343,'1745446831.4351897,-369,-179,-3962,67,56,662,188,-85,-10,33.25,977,84,-1990,error,30.85,988.57,26.528,3,27,11,89,11,3,0,29,18,75,79,2604
1745446831.517636,'1745446831.5179894,-381,-183,-4065,68,60,609,182,-76,-12,33.3,969,104,-1971,error,30.85,988.57,26.533,4,27,0,105,10,0,0,28,19,81,84,2604
