1744059270.5297418,'1744059270.5303512,-220,-93,-4035,70,18,1292,87,29,-35,33.11,-76,1104,-2153,error,30.9,976.91,14.631,4,26,3,10,1,3,0,24,0,0,0,2625
1744059270.6135898,'1744059270.6139925,-212,-74,-4038,68,22,1281,91,25,-31,33.11,-172,1104,-2145,error,30.91,976.9,14.636,3,27,10,3,3,0,0,25,1,1,0,2625
1744059270.696479,'1744059270.6968439,-155,6,-4013,60,26,1289,67,26,-30,33.16,-263,1090,-2122,error,30.92,976.94,14.642,4,25,0,3,0,5,1,27,0,1,0,2625
1744059270.7793076,'1744059270.7796757,-149,-9,-4037,66,13,1295,70,26,-37,33.16,-337,1071,-2093,error,30.93,976.93,14.622,3,25,0,6,2,2,5,28,0,1,0,2625
1744059270.8620884,'1744059270.862439,-218,-76,-4013,74,41,1305,53,14,-44,33.16,-399,1038,-2071,error,30.94,976.94,14.643,4,26,11,9,4,0,0,26,1,1,0,2625
1744059270.9448235,'1744059270.945175,-207,-89,-3997,67,22,1276,48,21,-32,33.11,-472,995,-2086,error,30.94,976.93,14.633,4,27,2,0,0,0,5,27,0,1,0,2625
1744059271.0275266,'1744059271.0278764,-179,20,-4016,62,38,1288,41,12,-31,33.3,-561,963,-2131,error,30.95,976.94,14.634,4,25,3,1,0,0,0,27,0,1,0,2625
1744059271.1102371,'1744059271.1105888,-151,-24,-4045,76,25,1303,34,10,-33,33.11,-648,920,-2163,error,30.96,976.93,14.64,3,25,2,0,4,6,0,24,0,1,0,2625
1744059271.1929786,'1744059271.1933322,-243,-121,-3974,76,13,1299,33,-3,-37,33.11,-722,877,-2189,error,30.97,976.92,14.63,4,25,3,5,0,0,0,24,0,1,0,2625
1744059271.2756622,'1744059271.276005,-235,-50,-4040,71,20,1315,19,0,-38,33.11,-776,830,-2217,error,30.97,976.94,14.64,4,27,0,0,2,0,3,28,0,1,0,2625
1744059271.529939,'1744059271.5304542,-202,-33,-4023,73,22,1299,16,-6,-42,33.25,-936,678,-2365,error,30.97,976.92,14.645,4,24,4,4,1,0,8,27,0,1,0,2625
1744059271.612931,'1744059271.6132886,-262,-106,-4003,75,8,1289,7,-20,-50,33.16,-973,635,-2377,error,30.97,976.92,14.635,4,23,5,7,2,2,0,25,0,2,0,2625
1744059271.6956334,'1744059271.6959841,-273,-91,-4039,58,30,1263,-8,-16,-37,33.16,-1013,578,-2355,error,30.97,976.91,14.64,3,23,0,6,1,0,0,23,0,2,0,2625
